start	end	text
12603	15793	We're live in Salford for a TV first.
15813	19184	It's Boris Johnson versus Jeremy Corbyn.
20167	21752	The ITV debate.
44007	44508	Good evening.
44568	51075	In just over three weeks, we'll be voting in what many think is the most important general election of our lifetimes.
51155	62168	Tonight, the Conservative Prime Minister Boris Johnson and the leader of the Labour Party, Jeremy Corbyn, debate face-to-face, responding to questions from ITV viewers.
62588	65712	And you at home can take part too using the hashtag
65692	67094	ITV debate.
67354	82013	Later tonight at 10 o'clock, you'll be able to see other leaders on ITV when Lib Dem Joe Swinson, the SNP's Nicola Sturgeon, the Brexit Party's Nigel Farage and Green Party co-leader Sian Berry will be interviewed live by Nina Hussain.
82354	86559	But now it's time for Boris Johnson versus Jeremy Corbyn.
86579	91886	Before we take our first question tonight, they'll each now make an opening statement.
92026	93488	Mr Corbyn, it's over to you.
94312	97987	Thank you, Julie, and to everyone watching this debate tonight.
98730	102988	This election gives you a real choice about your future.
103762	107085	the future of your community and of our country.
107786	110729	Labour is offering real change and real hope.
111550	116755	We will build a fairer Britain that cares for all, where wealth and power are shared.
117455	119257	The Conservative government is failing.
119718	126184	It's failed on the economy, on the climate crisis, the National Health Service and on Brexit.
126204	133431	We will get Brexit sorted by giving you, the people, the final say and implement whatever you decide.
134373	142323	Too many families are without a proper home, struggling to make ends meet, while tax cuts are handed to the super-rich.
142984	147349	We can do better than this, with a Labour government on your side.
147790	154238	A Labour government for the many, not just the few.
162622	163604	Thank you, Julian.
163684	164545	Thank you, Mr Corbyn.
164565	167711	There's only one reason why we're having this election.
167731	172539	That is that we have a deadlocked parliament that will not deliver Brexit.
172559	181755	And whether you voted for leave or remain, people want to get Brexit done and to unleash the potential of this entire country.
182156	184680	And we Conservatives can.
184660	195834	Because if you vote for us, we have a deal that is ready to go, approved by every one of the 635 Conservative candidates standing at this election.
196174	203343	And as soon as we can get that deal through Parliament, as we can in the next few weeks, we can get on with the people's priorities.
203603	205285	And that's the choice.
205265	215616	dither and delay, deadlock and division under a Corbyn-Sturgeon coalition with two referendums, another one on the EU and then another one on Scotland.
215976	229250	Or we can end this national misery, break the deadlock, get Brexit done, and make 2020 a year of prosperity and growth where we invest in our NHS and deal with the cost of living.
229530	232573	Together, let's take this country forwards.
233054	234175	Thank you, Mr Johnson.
239352	243136	Well, we invited viewers from right across the country to submit questions.
243196	246820	We've selected the questioners, and they are in the studio with us this evening.
246840	249202	The two leaders don't know what they'll be asked.
249382	252706	Also here, the people who will listen to tonight's debate.
252786	259853	Some have voted Conservative and some Labour in the past, and some have voted for other parties across the UK.
259913	264077	And our first question tonight comes from Cath Sherlock from Bradford.
265289	271645	Both of you have promised that Brexit will be resolved in the next few months, but you're really telling us the truth.
272406	274331	There have been so many broken promises.
274993	279163	Can you reassure me that we will not be talking about this forever?
280342	282486	Thank you very much indeed, Kath.
282506	285311	So a question about the timetable for Brexit.
285792	288316	To respond first, Mr Johnson.
289017	290340	Well, thank you very much, Kath.
290360	297272	And yes, we certainly will come out on January the 31st, because we have a deal that, as I say, is oven ready.
297312	298975	It's ready to go.
298955	306689	And it's approved, as I say, not just by our friends and partners in the EU, but by every one of the 635 Conservative candidates.
306770	310577	And it delivers everything that we wanted from Brexit.
310717	314224	Our whole country comes out entire and perfect.
314244	316628	England, Scotland, Wales, Northern Ireland together.
317069	320355	And there is a sharp distinction between what we are proposing
320335	323399	getting Brexit done, unleashing the potential of this country.
323800	336498	And next year, dither and delay with another referendum on the EU when Jeremy Corbyn, Mr Corbyn, cannot tell us which side he would campaign on in that referendum.
336518	337339	OK, thank you, Mr Johnson.
337359	341044	Your time's up for your first response, your first response to Kath's question.
341024	343648	Our priority is obviously to get it sorted.
344049	362279	We will, within three months, negotiate a credible leave option with the European Union and within six months put that to a referendum of the British people to decide between that option of leaving whilst protecting jobs and trade and the Good Friday Agreement with Europe or remaining as full members of the European Union.
362579	364703	That will be the choice put before the British people.
365084	365985	The idea
365965	372455	that the Prime Minister Boris Johnson's deal can be dealt with and finished by the end of January is such nonsense.
372716	383332	What he's proposing is a trade deal with the United States that would take at least seven years to negotiate, whilst at the same time saying he would negotiate a special trade deal with the European Union.
383613	385756	The two things are actually incompatible.
385976	387619	Thank you, Mr Corbyn.
394231	407289	So to open the debate, Mr Johnson said that he claims he has a deal that is ready to go, that you would have to negotiate a new deal after three years since we voted to lead the European Union.
407429	409455	On that point, how would you respond?
409435	424270	Well the Prime Minister Boris Johnson voted twice against Theresa May's deal, one time for it, then proposed his own deal which narrowly got through the House of Commons with the support of the DUP, which is actually even worse than Theresa May's deal.
424451	425453	He cannot
425433	428379	protect jobs in this country on that basis.
428820	436177	And I think it is time that we actually recognise we have to maintain a firm and good trading relationship with Europe.
436197	441889	Otherwise, more jobs will be lost all over the country as they've already been lost because of the uncertainty.
441869	453103	Well, we have a great deal that is supported, as Mr Corbyn says, not just by many members of his own party, but by the entire Conservative Party now.
453163	456727	And 635 Conservative candidates have backed it.
457288	459450	And what is the alternative?
459951	465177	It's under Jeremy Corbyn and the Labour Party to consecrate next year
465157	474889	to a three-month extension in which Mr Corbyn proposes to negotiate a new treaty, and then to put that to the people in a referendum.
475089	480756	But we don't know, and I've asked this before, we don't know on which side Mr Corbyn would campaign.
481096	483499	Is he going to campaign for leave or remain?
483559	485541	Can we ask Mr Corbyn to respond to that?
485561	486963	Very clearly, we will.
488425	488785	We will negotiate.
490790	497362	We will negotiate an agreement and we will put that alongside remain in a referendum.
497802	500087	And our government will abide by that result.
500267	502531	I will carry out the result of that referendum.
502551	508782	There will be a genuine choice put before the people of Britain to make their decision and we will carry it out.
514077	519422	At this election, what we're asking is for a mandate to govern.
519442	526368	And Mr Corbyn is asking the people for a mandate to conduct a new negotiation next year when we don't need one, because we've already got a deal.
526629	533195	I think what people need to understand is whether he believes in the deal that he is proposing to do.
