start	end	text
31	794	Order!
814	1155	Order!
1195	3544	You are an incorrigible delinquent at times.
5853	7358	Behave yourself, man!
20180	27174	So over the next 90 minutes, the leaders of the two larger parties are going to be quizzed by our audience here in York.
27194	28957	Now, this audience is made up like this.
29057	33727	Just a third say they intend to vote Conservative next week.
34328	36973	The same number say they're going to vote Labour.
37240	41465	and the rest either support other parties or have yet to make up their minds.
42066	51959	And as ever, you can comment on all of this from home, either on Twitter, our hashtag is BBC QT, we're also on Facebook as usual, and our text number is 83981.
53020	55363	Push the red button on your remote to see what others are saying.
55724	61611	And the leaders, this is important, don't know the questions that are going to be put to them tonight.
61591	67658	So first to face our audience, please welcome the leader of the Conservative Party, the Prime Minister, Theresa May.
82034	82874	Good evening, Prime Minister.
82894	85858	Your first question comes from Abigail Etock, please.
86979	91564	Why should the public trust anything you say or any of your policies when you have a known track record
91848	99192	of broken promises and backtracking during your time as Home Secretary and now Prime Minister.
104943	105504	Thank you.
105604	106365	Thank you, Abigail.
106606	114359	And can I first of all say good evening to everybody and thank you for you coming to be an audience at this programme tonight, which is an important part of the election campaign.
114840	118647	Let me tell you about some of the things that I did as Home Secretary, Abigail.
119108	126681	I said that I would ensure that we were dealing with extremist hate breaches and I excluded more than any Home Secretary before me.
126661	134634	I said I would do something about stop and search because I don't think anybody should be stopped and searched on the streets of our country because of the colour of their skin.
135375	147555	I said I would be tough on crime and I said I would ensure our police and our security services had the powers they need to be able to do their job and I gave them those in the legislation that I put through.
147535	155653	And I made sure that we kept the records of criminals and terrorists on the DNA database, whereas Diane Abbott actually wants to wipe them clean.
155673	158319	And I don't think that's a good idea because that helps us catch criminals.
158519	165034	So no backtracking and no broken promises.
165074	166557	What were you thinking of, Abigail?
167043	170228	Well, you have backtracked as Prime Minister.
170868	177438	You backtracked when you became leader of the Conservatives and then immediately Prime Minister after the EU referendum.
177999	180562	You said you wouldn't call an election and you did.
180602	190857	And then you are here calling an election and refusing to take part in debates, refusing to answer people's questions, refusing to talk to Jeremy Corbyn.
191950	200307	and you've backtracked on your social care policy and your entire manifesto has holes in it and everyone else can see that.
205130	213207	First of all, can I just say I'm not refusing to take part in debates because I'm here answering questions from you, this audience, this evening.
213547	215952	And that's what I think is important in an election campaign.
216313	222666	It's not politicians arguing amongst each other, but actually listening and taking questions from voters.
222646	226590	And you mentioned about saying I wouldn't hold an election and now holding one.
226930	227411	You're right.
227731	230414	I thought we needed a period of stability when I became Prime Minister.
230794	249193	But what became clear to me when we went through the Article 50 process to trigger the process of leaving the European Union, to respect the will of the British people, was that other parties wanted to frustrate those Brexit negotiations and wanted to frustrate that will of the people that had been expressed in the referendum vote.
249325	250366	And, you know, it would have been easy.
250386	252088	I could have said, OK, I'm Prime Minister.
252108	253610	There's another couple of years going.
253890	256272	Why don't I just stay and hang on in the job?
256292	257374	But I didn't do that.
257854	260117	I've called an election because of Brexit.
260657	265643	I was willing to do that because I think this is a really important moment for our country.
266083	267324	We've got to get this right.
267705	272650	If we get it right, I'm optimistic for the British people because I believe in the British people.
272850	274472	But we need to get it right.
281455	282899	Yes, the woman there.
283641	285124	Who is it that contested you?
285325	290298	Because Labour have clearly issued a whip to get people to vote for Article 50 being passed.
290578	297456	Besides the Lib Dems, who have kind of said that they would like another referendum, I don't understand who it is that has contested your leadership through Brexit.
297925	298646	Well, you're right.
298726	301330	We got the Article 50 legislation through Parliament.
301730	302651	That was important.
302751	306356	It's triggered the ability for us to start these negotiations.
306757	312024	And those negotiations, by the way, start just 11 days after Election Day next week.
312044	320575	So whoever comes in as Prime Minister, whoever comes in as a government has got to be ready to actually get the ball rolling and start those negotiations straight away.
320555	327082	But it was clear through the discussions that we had around that time that the other parties did want to frustrate us.
327502	329764	And you say, you talk about the Liberal Democrats.
329784	338333	I mean, we have a situation at the moment where if Jeremy Corbyn was to get into Number 10, he'd be being propped up by the Liberal Democrats and the Scottish Nationalists.
338353	342077	You'd have Diane Abbott, who can't add up, sitting around the Cabinet table.
342137	345060	John McDonnell, who's a Marxist.
345040	352570	Nicola Sturgeon who wants to break our country up and Tim Farron who wants to take us back into the EU, the direct opposite of what the British people want.
359840	369819	That being said, Prime Minister, one of the things that I would like to know is, secretly, do you really regret calling this election now the polls have moved against you?
369859	378355	I'm a Tory and I pray and hope that we win, or that you win, but you must feel a little bit of, ooh, a little bit of remorse, no?
378335	387491	No, I've been in politics quite a long time and I've always said at every election the only poll that matters is the one that takes place on polling day.
387691	397508	And I think the British people, when they're voting, everybody's casting their vote, people here and people watching and others, have a very simple choice and it is about
397488	404317	Who do you trust to have that leadership to take us to get the best deal for Brexit, a Brexit deal in Europe?
404757	415311	And who's got the will and the vision, not just to take us through Brexit, not just to get on with the job of delivering Brexit, but to take us beyond and build a better future for this country?
415351	422280	Were you surprised, though, that the polls have gone from a lead of 20% when you called the election, remorselessly down like that?
422513	425497	David, I'm never surprised at things that happen during election campaigns.
425517	428720	You thought you were that popular, and now you accept you're that popular.
428901	435428	I'm never surprised at things that happen during election campaigns, because the only poll I look at is the one that takes place on election day.
435488	435709	All right.
435729	436109	You, sir.
437070	440615	Just to face it, you called the election for your own political gains.
440655	442717	It's nothing to do with the good of the country.
442737	444239	It's for your own political gains.
444900	446141	No, it's not, sir.
446181	448504	Can I just say to you, as I've just said,
450172	459823	It would have been the easiest thing in the world for me, having become Prime Minister after the referendum when David Cameron resigned, to say, you know, the next election is not till 2020.
459863	463147	This is a good job.
463347	464489	I enjoy doing this job.
464989	465530	I want to do it.
465550	469114	In this job, I do what I believe is the best for Britain.
469134	472458	I could have stayed on doing that job for another couple of years and not called an election.
472478	473820	Your party called the European referendum.
473840	474981	I had the balls to call an election.
474961	477389	for the good of the Conservative Party.
477590	481764	You've called a general election for the good of the Conservative Party and it's going to backfire on you.
482466	483570	No, I called...
486537	496992	I called a general election because I believe that the British people have a right to vote and to say who they want to see leading them through the Brexit negotiations.
497472	504603	And I believe they should have a Prime Minister who has an absolutely resolute determination to respect their will.
505384	514557	My party is the only party that is going to respect the will of the British people, get on with the job and deliver a successful Brexit.
514577	514857	Well, come on.
516338	517879	We'll come on to Brexit in a moment.
517899	518700	One more point from you.
520281	528248	I think it's a very different thing to debate a studio audience as in debating the other leaders.
528748	531651	And I think there's been a lot of debating through the media.
531731	546143	Would it not give a more interesting debate having you say these things face-to-face to the other leaders and speak that way about policies rather than through TV and through journalists?
546612	546973	Well.
551725	556612	I think election campaigns should be about getting out and about.
557434	565245	Yes, answering questions from voters, meeting voters, talking to people across the UK in a whole variety of circumstances.
565626	573998	I'm afraid I think that actually having that interaction with voters is more useful for the voter and for the politician.
574018	579066	I think anybody who wants to be Prime Minister should be out and about, listening to what people are thinking.
579046	584534	And I don't think seven politicians just arguing amongst themselves is actually that interesting or that revealing.
584874	587678	OK. Let's... We'll go on.
587718	589961	I want to go on, because we've talked about the election.
589981	593005	Let's go on to talking about Brexit, which you've mentioned once or twice.
593085	595208	Barry Clark, could we have your question?
595248	596250	Barry Clark, please.
599975	600395	Good evening.
600676	601156	Good evening.
601757	607585	If the EU start being awkward, why don't we just cut and run and pay no money at all?
613876	617141	I've said that I think no deal would be better than a bad deal.
617882	626995	Now, I'm confident we can get a good deal with the right plan for those negotiations because I think a good deal is in our interest and in the interest of the rest of the EU.
627376	630220	But we have to be prepared to stand up for Britain.
630561	635668	We have to be prepared to go in there recognising that we're not willing to accept a bad deal.
635708	637110	What is a bad deal?
637230	638312	People are very confused.
638332	641757	You talk all the time about a bad deal which you won't accept.
641737	644420	explain what in your mind would be a bad deal?
644600	652368	Well, yes, I think on the one hand, David, you've got politicians in Europe, some of whom are talking about punishing the UK for leaving the EU.
652748	656072	I think what they want to see in terms of that punishment would be a bad deal.
656432	665061	And secondly, you've got politicians here in the United Kingdom who seem to be willing to accept any deal, whatever it is, just for the sake of getting a deal.
665422	670647	And I think the danger is they'd be accepting the worst possible deal at the highest possible price.
672567	675591	Good evening.
676232	682039	You always say you want to serve for the whole people of Britain, but the Brexit was basically voted by 52%.
683180	688487	So how do you actually serve for the whole country if just 52% backed the Brexit?
689168	699621	Well, the first thing I would say is that as I go around and talk to people, individuals, business representatives and others, I find that actually the
700546	713727	greater majority of opinion here in the UK now is the decision was taken, the public were given their choice, they chose to leave the European Union, let's just have a government that gets on with it and delivers a good deal.
714228	719837	And how I would respond for all of those who voted to remain, and I voted to remain,
719817	741166	is to say that now we must make sure we get the negotiations right, we get that good free trade agreement, the continued cooperation, a deep and special partnership with the EU, but that also we take this opportunity of Brexit, new trade deals around the rest of the world, actually seeing how we can build a more prosperous, stronger and fairer Britain.
741186	747394	I think we can do that and I think we can do that because I believe in Britain and I believe in the British people.
749028	760601	It's curious because just over a year ago when you were a Remainer, and David Cameron got this wrong and he resigned, you got it wrong and remained to become Prime Minister.
760641	766948	You said remaining inside the European Union makes us more prosperous.
767489	770893	Yesterday you said Brexit makes us more prosperous.
771473	774717	I mean, where are you at on this?
774797	777280	And I set out very carefully.
777260	781552	before the referendum, why I believed on balance we should stay in the EU.
781953	784942	I also said the sky will not fall in if we leave the EU.
785403	792282	What then happened was the British people who had been given the choice, you know Parliament decided to say to the public it's your choice,
792262	793884	They chose that we should leave the EU.
793904	796308	But will we be less prosperous, going back to your old argument?
796328	801215	We've got to make sure that we can actually use the opportunities that come from Brexit.
801456	803319	We've got to grasp those opportunities.
803719	811671	But fundamentally, David, the thing I think that matters most in this is being willing to deliver on the will of the people.
811651	819460	not saying, oh, you got it wrong, let's have a second referendum, but saying, you voted, you've chosen, you want a government that's going to do it for you.
