start	end	text
3760	9970	Seven political parties, seven leading figures who believe they have the answers to the UK's future.
10431	20368	Welcome to the BBC election debate.
44277	51506	Good evening to all of you watching and to our live audience here in the BBC Radio Theatre at Broadcasting House in London.
51986	60717	With less than four weeks to polling day, the parties with us tonight are here because of their performance in recent elections and their standing in opinion polls.
61238	64782	The invitation was for leaders or leading figures to take part.
65102	68867	And tonight, the seven debaters with us are...
69235	73060	For the Conservatives, Penny Mordaunt, the Leader of the House of Commons.
73801	76384	The Leader of Reform UK, Nigel Farage.
77085	79208	Labour's Deputy Leader, Angela Rayner.
79989	83374	Rhyn Ap Iorwerth, the Leader of Plaid Cymru, the Party of Wales.
84074	87239	Carla Denyer, Co-Leader of the Green Party of England and Wales.
87799	90563	The Liberal Democrats' Deputy Leader, Daisy Cooper.
91124	95209	And the Scottish National Party's Westminster Leader, Stephen Flynn.
102158	110749	Now, the parties drew lots to decide their position on stage, and they stand before an audience who have been chosen by the pollsters, Savanta.
111049	116196	They come from many different backgrounds, reflecting voters from across Great Britain.
116476	122344	They include supporters of the seven parties represented here, as well as some undecided voters.
122324	128675	They may come to this with strong views or they may find themselves persuaded by something they hear from the stage.
129276	134425	And the questions that you will hear in the next 90 minutes will come from the audience.
134525	135827	The time will go fast.
136208	142358	We need to make sure all seven get their say and there will be times that I move them on or call a halt.
142338	150260	Meanwhile journalists and other representatives of the parties are gathered in our spin room where there will be reaction to the live debate.
151042	156938	And so to the first of tonight's questions and it comes from Frances Gottesman.
160040	176447	As we celebrate D-Day and remember those like my father and so many others who served this country so well, how will the parties ensure our army is ready and our country is safe from another major conflict?
177889	179271	Thank you, Mr Gottesman.
179331	182757	And let me turn first to Angela Rayner for Labour.
182804	193061	Thank you Francis and thank you to all those that have served in our armed forces and continue to do so in what is a very, you know, insecure world at the moment.
193321	205200	First of all, Labour's committed to the triple lock on nuclear deterrent, especially in the climate that we're in, which means we will keep our nuclear deterrent, that we will make sure that the four
205180	208604	submarines are built in Barrow, and that we will continue with the upgrades.
208984	215111	We will have a commitment to the 2.5% spending of GDP, which obviously is very important.
215151	221638	And I think one of the other things that is a real scandal at the moment is our armed forces and the accommodation that they're given.
221698	223500	So we will look at that issue as well.
223520	226824	We want to make sure that everyone has secure, decent homes in the UK.
227525	229467	Daisy Cooper for the Liberal Democrats.
229784	235613	Well the Liberal Democrats are the party of Paddy Ashdown so it won't surprise you to know that we take defence very seriously.
235673	239078	So first of all we would maintain the nuclear deterrent that we have.
239538	246268	An absolute priority for us is reversing the cuts to our troops of 10,000 which has happened under the Conservatives.
247090	249413	We would increase spending on defence
249393	257063	year on year in the next Parliament, with the ambition of reaching 2.5% by the end of the next Parliament.
257844	263190	Having decent homes for our veterans and for our armed forces is incredibly important.
263471	269518	I'm very proud of the fact that it was a Liberal Democrat amendment that tried to make sure that every single home met the decent home standard.
269819	275586	It was only because this general election was called that that particular piece of legislation fell, but it's a priority for us in the next Parliament.
275566	277069	Nigel Farage, Reform UK.
277290	278733	Well, Frances, you're right to ask the question.
278753	283323	We're spending less on defence than we were in the last year of the Labour government, pro rata.
283684	285848	The army has shrunk from 100,000 to 72,000.
287151	288775	Recruitment is catastrophic.
288835	292663	So rather than having a weird concept of national service,
292643	299731	where 30,000 youngsters would do a year, we need to recruit 30,000 people into the army full-time.
300232	302234	And yes, the veterans point's been made already.
302655	317112	Respect our veterans, including those with the average age of 100 who were deserted by the Prime Minister in Normandy yesterday, which I think was a complete and utter disgrace and shows us we actually have a very unpatriotic Prime Minister.
317312	317993	It was dreadful.
318091	323520	Penny Morden, can you respond to that, Rishi Sunak leaving the D-Day commemorations before the end of the day?
323761	336041	What happened was completely wrong and the Prime Minister has rightly apologised for that, apologised to veterans but also to all of us because he was representing all of us.
336542	342833	I'm from Portsmouth, I've also been Defence Secretary and my wish at the end of this week is that all of our veterans
343100	344925	feel completely treasured.
345646	351140	And I'm hoping tonight to convince you of some things that are important to them, important to their legacy.
351180	354870	And I couldn't do that if I wasn't straight with you on that issue.
354890	357075	I just want to... Would you have left E Day early?
357764	359926	I didn't go to D-Day.
359966	361768	I think what happened was very wrong.
361928	365030	I think the prime minister has apologized for that.
365371	368654	But what I also think is important is we honor their legacy.
368754	369895	They fought for our freedom.
370495	374579	Unless we are spending the right amount on defense, we can't honor that legacy.
374939	378622	The baseline for our equipment program is 2.5 percent.
379083	384548	If you're not committed to spending that over the period it needs to be spent, you are not funding defense.
384568	386269	And I have to just mention also
386603	390868	The cornerstone of our defence is our nuclear deterrent.
390888	394452	And you need more than submarines, sailors and warheads to deliver that.
395032	396574	You need credibility.
397475	399958	And it's too late for Labour on credibility.
401560	410029	Angela Rayner voted recently, along with the guy that wants to be your Foreign Secretary and half the Labour frontbench, to end our nuclear deterrent.
411038	424217	If you are doubting that they would use that force, and she might be prime minister in four or five years' time, if you are doubting that she or David Lammy or Keir Starmer would use that, imagine what Putin is thinking.
424497	427882	Without credibility, we become a target.
428423	430606	If we become a target, you are less safe.
431007	434632	It's too late for this generation of Labour politicians.
434973	436675	That credibility is shot
436655	438497	do not vote these people in.
438617	440098	Angela Rayner, would you like to respond to that?
440278	446324	Well, Penny, you can keep pointing at me, but you're the party that have cut the armed forces, crashed the economy and left us in a real mess.
446664	447926	Keira's been absolutely clear.
448426	449447	I am absolutely clear.
449747	453431	We will keep our nuclear deterrent and we will invest in it into the future.
453511	455253	It doesn't matter what you're prepared to spend.
455273	456354	We are absolutely clear on that.
456374	458516	It doesn't matter how many submarines you want, but we've been very clear on that.
458536	460858	You stand next to me and have your photograph taken.
461338	466223	If your foe does not believe that you will use these weapons,
466203	467325	the deterrent is gone.
468286	469669	And that's the position you're in.
469809	471251	Serious stuff.
471271	474336	This is what will happen if you elect these people.
474356	478503	We've become a laughing stock internationally because of your party.
478784	481548	Keir Starmer has changed the Labour Party.
481869	485815	We're very clear on our number one priority is to protect
485795	491801	Let me bring in some more parties on this question.
491881	493543	My brother was served in Iraq.
493563	499449	I won't be lectured on whether or not I'm absolutely committed to the security of our country.
499509	506896	The question, Mr Gottesman's question was, how will the parties ensure our army is ready and our country is safe from another major conflict?
506916	509139	Carla Denya, how would the Green Party ensure that?
509299	515565	Well, first of all, I want to say we all owe a huge debt to our veterans, those from D-Day and those from conflicts.
515545	525341	since and it's a tragedy that so many veterans then often struggle in life, there's high rates of homelessness and that's something that's a high priority for myself and the Greens to tackle.
526342	535296	In terms of defence more broadly, this election is about choosing what kind of country we want to be and of course part of that is security.
535337	541907	We live in uncertain and dangerous times with war on our European borders and major threats from
541887	544931	cyber attacks that don't care about geographical boundaries.
545011	547034	The threats should not be underestimated.
547655	552141	But the biggest threat facing the UK and the world is climate change.
552161	556507	And militaries, interestingly, are taking this threat extremely seriously.
556527	560613	So in answer to the question, how would you ensure our army is ready?
560653	567102	Do you not want to see the size of the army grow and you do not want to see defence spending go up to 2.5% of GDP?
567082	571309	Well, let's look for a moment at why we're talking about that number.
572010	577058	As members of NATO, we are rightly asked to contribute a fair amount towards the defence budget.
577118	579842	That's totally fair enough for NATO to ask for that.
579862	583628	But the UK is already contributing the 2% that NATO asks.
583668	588035	That doesn't mean, however, that we couldn't be spending that money more effectively.
588195	593764	And as Greens, we are clear that investing in tackling
593744	608982	climate threats, the biggest threat facing humanity, as militaries all over the world are already doing because they recognise that if not tackled adequately, it will increase conflicts over water, for example, increase famine and create millions of refugees.
609002	611926	Let me turn then to Stephen Flynn of the SNP.
611966	615710	The nuclear deterrent, the submarines are based in Scotland.
615770	618233	You are against maintaining the nuclear deterrent.
618213	627025	Yes, absolutely, and our party's had a very long-standing tradition in respect of that, because we believe that money can be better spent on conventional defence forces.
627045	635056	And what we've seen in Europe over the course of recent years is how absolutely vital conventional defence forces are.
635116	638280	But may I just return to the original question and thank
638260	640804	Francis for his father's contribution.
640824	642306	We need to be standing with our veterans.
642326	650037	We need to make sure that our military is fully funded and that we have more people serving and that we look after them when they become veterans.
650077	651779	And just finally on the Prime Minister.
652260	659310	A Prime Minister who puts his own political career before public service is no Prime Minister at all.
659330	666159	A Prime Minister who puts his own political career before Normandy war veterans is no Prime Minister at all.
666440	668082	So it's incumbent upon all of us
668062	671485	to do our national service and vote the Tories out of office.
672707	674108	Breenap Yorworth of Flight Cymru.
675029	682737	Yesterday was a sobering day again, wasn't it, in remembering the sacrifice made on the beaches of Normandy.
682757	689023	It certainly wasn't a day for staged photo-ops, as we saw from Nigel Farage.
689063	690364	No, hang on a second.
690865	691566	I raised £100,000.
691706	696010	I raised £100,000 for the London Taxi Charity to send veterans back to Normandy.
696250	697091	That's why I was there.
697271	697832	Thank you.
697897	706234	and it certainly wasn't a day for a Prime Minister to decide, as Stephen said, that his priority should be to fight for his own political future.
706575	718960	We have a proud record in Wales of sending young men and women to the armed forces and we need to make sure that the armed forces are properly funded for conventional deterrence and peacekeeping and we need to look after
718940	727828	those young people when they leave the armed forces with so many problems in housing and mental health issues and so on.
728349	735875	But we don't build that resilient conventional force by spending 200 billion pounds on a new nuclear deterrent.
736676	737097	Thank you.
737617	746365	Penny Morton, to come back to you, I mean, clearly there's been a lot of comment already about the Prime Minister in D-Day and it amounting to no presence at all.
747610	751058	Amounting to no presence at all on D-Day.
751078	759657	How did you feel when you realised that he had attended the British event and other parts of the day but he left before the international event at the end of the day?
759998	765791	Look, I think what happened was very wrong and I'm glad the Prime Minister has said that and he's apologised.
765871	766733	He's apologised
767185	774980	to veterans, but I think he also has apologised to everyone because he was there representing us.
775722	782074	And what I hope is that our veterans will feel treasured and their families will feel treasured at the end of this week.
782555	784198	I don't want this issue to become
784465	786848	a political football because I think that does them a disservice.
786868	787349	Well, it already is.
787429	790994	It already is because the veterans themselves are speaking out saying he's let the country down.
791275	801750	And to say that it's a mistake, if his instinct was the same as the British people, he would never have contemplated for a moment not being there for the big international ceremony.
801770	805275	And it shows how disconnected he is with the people of this country.
805255	806276	He's apologised.
806456	827162	I think what we saw from the Prime Minister was panic and I think it's the same pre-election panic that gave us that back of a fag packet plan for a new national service, which those in the armed forces have said that wouldn't be workable, let alone what it means about what the Prime Minister thinks of our young people in this country.
827142	828705	Let's be clear about what happened yesterday.
828765	834815	It was not only politically shameful, but I think many of us feel personally quite insulted.
835656	842367	I started yesterday morning watching a recording made by the Royal Mint of my late grandfather.
842347	850155	where he recounts catching his best friend who fell from the top of a Sherman tank, who was shot in the head.
850936	860265	And as he waded through the water, he recounted in his words, men blown to pieces, hands, legs and heads.
861086	871476	If he had been there yesterday and seen the Prime Minister walk away from him, I would have found that completely, as I do now, find it completely and utterly unforgivable.
871456	873138	Thank you very much for the responses.
873158	874140	That was our first question.
874160	877364	Let us turn now to our second and it comes from Ishani Rudra.
878666	881931	I'm about to start studying medicine at the University of Manchester.
881971	885837	How will the parties ensure I can graduate into a fully functioning NHS?
886698	887679	Thank you, Ishani.
887699	891645	So just about to start studying medicine at Manchester University.
892226	893127	Daisy Cooper.
893883	895586	Well, first of all, really good luck.
895606	896709	I hope it goes incredibly well.
896729	902460	We need lots of people signing up and studying to become the medics and our NHS staff of the future.
902500	909875	Look, under the Conservatives, our health and social care services have been driven into the ground and the Liberal Democrats have a very clear plan as to how to fix this.
910235	911638	We're going to fix the front door
911618	917005	to the NHS with 8,000 more GPs, giving you a guarantee of an appointment within seven days.
917265	919348	We're going to put an end to dental deserts.
919408	922752	We'll have a mental health community hub in every single community.
922812	927858	And we've made a very bold pledge to fix and to offer free personal care.
928279	931243	That means you can see, you can get the help you need when you need it.
931563	937030	We can fix the back end to the NHS by making sure that if you need to leave hospital, there will be care in place.
937050	939533	What's the total annual cost of all the changes you're making?
939513	945241	So we have set out in our manifesto exactly how every single pledge is going to be funded.
945461	959180	But we've said right across the piece, across all of our policies, we will not tax struggling families during a cost of living crisis, but we will be looking to those really big companies, raking in billions of pounds of profits to support struggling families and to fix our public services.
959480	963125	Health is, of course, a devolved issue, devolved to the UK nation.
963165	966670	Stephen Flynn, your party's in charge of health in Scotland.
966690	968693	It is a time of record weights.
968673	976447	and high numbers of people waiting, for example, 12 hours or more in A&E or 24 months for treatment.
976508	980956	How would you ensure that Ishani graduates into a fully functioning NHS?
981096	983821	Yes, well, Ishani, good luck to start with.
983841	991255	As someone who was under the care of the NHS from the age of 14 to 32 because I was a disabled man,
991235	996722	and I physically wouldn't be standing here today if it wasn't for the wonderful treatment that I received from the NHS.
996762	1019352	I know what it is to live in chronic pain and I know what it is to have that chronic pain removed and it's only thanks to the NHS that happened, which is why in Scotland we don't just have record funding, we don't just have the best paid nursing staff, we don't have no strikes, we don't have a single NHS strike in Scotland and of course we do have some of the best performing NHS levels
1019332	1020794	in Scotland as well.
1020815	1030050	But given that you're going to university to study medicine, I think it's also important to remind everyone in this audience the difference between the SNP and the Westminster parties.
1030090	1036120	Because in SNP-controlled Scotland, you wouldn't pay a single penny in tuition fees for your studies.
1036160	1041289	What a difference that would make to your education and your future.
1043125	1054146	But you do accept that you have record waits for treatment at the moment and that there are very high numbers of people waiting 24 months or waiting sometimes as long as 24 hours in A&E.
1054166	1061801	And indeed nobody would seek to dismiss the challenges which exist in our NHS right across these aisles, primarily driven through two issues.
1062242	1063564	One, the backlog from Covid.
1063544	1076221	but secondly the austerity agenda which is impacting us from Westminster and has done over the course of the last 14 years and there's 18 billion pounds of cuts coming down the line agreed to by Angela Rayner and Penny Mordaunt.
1076261	1092623	The Tories and the Labour both know that they're going to cut public sector investment to come and that's going to have dramatic consequences on the NHS and the devolved nations because as Wes Streeting himself said when it comes to NHS waiting times, all roads lead back to Westminster.
1092603	1100436	It's why the cuts that are coming down the line aren't acceptable and it's why the Labour Party need to change their stance.
1100500	1104044	Well, that's not true, because we've said that we'd end the non-DOM loophole.
1104084	1105525	Are you disagreeing with the IFS, Angela?
1105566	1111052	We would end the non-DOM loophole so that we can bring that money in and have 40,000 new appointments every week.
1111072	1113434	But you're familiar with what Stephen is referring to.
1113474	1118740	The IFS saying that both of your parties are not being honest because of the promises that you've made to bring debt down.
1118780	1119781	We're going to invest more in the NHS.
1119801	1122304	And then, A'shani, thank you for studying in Manchester.
1122324	1123946	I'm biased, but I'd say it's the greatest city.
1124807	1129832	But I do think that there is an issue that, since the Tories took power, I was a home care
