start	end	text
1685	9156	Tonight, David Cameron, Ed Miliband and Nick Clegg face our audience here in Leeds Town Hall.
9237	11280	This is Question Time.
26763	27304	APPLAUSE
27976	29499	Thank you very much.
29659	36570	Over the next 90 minutes, the three party leaders are going to take the stage here and be questioned by our audience, of course, as ever.
36971	50874	An audience that tonight is made up of three lots of 25% who intend to vote for each of those three party leaders, and the remaining 25% who are either undecided or supporting other parties.
50914	52296	Now, during this programme,
52276	54640	As ever on Question Time, you can of course text or tweet.
54680	56223	Our hashtag is BBC QT.
56584	58187	You can follow us at BBC Question Time.
58227	60271	You can text comments to 83981.
61072	64338	You can push that old red button and see what other people are saying.
64839	70690	But let's now get cracking and hear from the leader of the Conservative Party, David Cameron.
83697	86263	Our first question comes from Jenny Johnson, please.
86343	88228	Jenny Johnson.
88368	94062	Were you put to bed with rumours that you plan to cut child tax credit and restrict child benefits to children?
94632	96114	Well thank you Jenny for that question.
96294	97636	No, I don't want to do that.
97736	104045	This report that was out today is something I rejected at the time as Prime Minister and I reject it again today.
104405	107629	But I do think it's important we go on reforming welfare.
107970	117923	It's worth remembering when I became Prime Minister we had a situation where some families were getting £70,000, £80,000, even £90,000 of housing benefit for one house.
117903	125615	And think how many people watching this programme were going out, working hard, paying taxes to keep that family in that house.
125875	127458	A house they could never afford to live in.
127518	129461	So we've got to go on reforming welfare.
129721	131844	Let's make sure that work always pays.
132185	137513	And let's go on doing what we've done for the last five years, which is get two million more people back into work.
137533	141379	That's the most important thing we can do, helping people off welfare into work.
141459	143522	That's the sort of country I want to build the next five years.
147721	155190	Sorry, you said you didn't want to put to bed the rumours that you were going to cut child tax credits, you meant you did want to put to bed the rumours?
155210	173931	Yes, we have increased child tax credits actually, we increased them by £452 under this government because I was determined that while we had to take difficult decisions, and we have, we were left an absolute nightmare situation to clear up, I wanted to make sure that child poverty continued to fall and it has fallen under this government because of what we did
173911	175759	And so that's a guarantee that you won't.
175779	176743	Does anybody want to come in on this?
177125	178270	Yes, you sir, up there at the back.
178631	182166	In the middle there.
182483	186588	You're quoting £70,000 to £80,000 of benefits.
186608	188310	How many families are actually claiming that amount of money?
188651	196521	Well, it wasn't a huge number, but the fact is everyone that was, was being paid for by dozens of people going out to work, paying their taxes.
196861	208356	Look, if you believe, as I do, we should go on reforming welfare, making sure that work always pays, helping people back into work, and keeping working people's taxes down, that's my programme.
208336	215209	If you want unlimited welfare, more increases in welfare and higher taxes for working people, that's Ed Miliband's programme, vote for him.
215530	218155	But I say keep reforming welfare, it's the right thing to do.
218235	218556	You sir.
219077	227172	I'm sorry but I just think you're either deceiving the British public or you know exactly what you're going to do but you're refusing to give specifics.
227152	232661	and I find that very, very difficult to understand.
232681	234404	And how can I possibly vote for you on that basis?
234584	235946	Well, let me answer that very directly.
236287	243178	In the last Parliament, we saved £20 billion on welfare, and we need to save something like half that in this Parliament.
243198	248687	And as I say, if we don't save the money on welfare, and other parties don't seem to want to do that,
248667	253114	then they're going to have to make deep cuts in things like the National Health Service, and I don't want to do that.
253294	259724	I'm going to increase spending on the National Health Service every year in the next Parliament, just as I did in the last Parliament.
259924	261406	But we can reduce welfare.
261547	266414	If, for instance, we get another 2 million people back to work, that will cut the welfare bills.
266734	269018	Here's another tough choice I think we do need to make.
269419	271722	I think we should say to young people in our country
271702	280917	The idea that you can leave school and immediately sign on to Jobseekers Allowance, immediately get a flat with housing benefit, I don't think that should be an option anymore.
281258	284783	I think what we should do is say to young people, we want you to have a great future.
284844	286386	You should be earning or learning.
286446	295100	So we'll make available the apprenticeships, make available the university places, make available the training places, but say you can't start your life on benefits.
295140	297304	That's not the way we should work in Britain today.
300170	314035	That's all very well, but what about those 18 to 21 year olds who don't have a support network, for them who don't have a family to turn to?
314496	320447	Isn't that policy for them specifically going to result in more homeless young people on the streets?
320467	323072	I think the lady makes a very important point.
325988	334644	Anyone who clearly can't stay at home, who has to live independently because of abuse or what have you, we have to make special provision for them and we would.
335025	342900	But the situation today, where you can, age 18, leave school, sign on, get a flat, rather than work,
342880	344863	or earn and learn at the same time.
345003	346105	I don't think that's right.
346445	353516	Look, other countries in Europe have almost abolished youth unemployment because they've taken this approach in, say, Germany or in Holland.
353837	355259	And I think we should do the same thing.
355639	358664	Look, we have created two million jobs in the last five years.
358984	360967	Youth unemployment has come plummeting down.
361108	371183	If we stick to the economic plan that's working, we can continue to get unemployment down and give young people what I want, which is the opportunity of an apprenticeship or a university place
371163	372565	and the chance of a great career.
372886	375511	Starting a life on benefits, frankly, is no life at all.
376272	387411	David Cameron, can you just come back to the question that the man here asked, that either you don't know what you're going to do, you've specified getting people back to work, or you do know and you're hiding it.
387431	392901	You know Dally Alexander today said you'd asked two years ago for a thing which included massive cuts in child benefit.
393033	397279	No, these were some proposals that were produced that I rejected then, not least because...
397559	398440	But you asked for them.
398620	399441	No, I didn't ask for them.
399461	401063	They were proposals that were... Where did they come from?
401124	405890	In government, people produced... Look, you've got to remember, step back a second, what we inherited.
406090	410135	I became Prime Minister at a time when there was no money left.
410215	414201	And I bring this with me everywhere, the note that the Treasury Minister left, and it's...
414621	415102	There it is.
415422	418266	Dear Chief Secretary, I'm afraid there is no money.
418486	420549	That is the situation I inherited.
420629	422972	So we have had to make difficult decisions.
422952	439392	over these last five years and I accept not every one of the decision has been easy for people but the truth is five years on the deficit is halved, two million people are back in work, the economy is growing faster than any major economy in the Western world and I think what this election is about
