start	end	text
875	26477	Music
35671	64092	♪
70552	95614	♪
105179	130292	♪
139925	168953	♪
174704	203631	♪
209467	237313	Good.
237800	261377	So enjoy yourselves.
267837	269899	Yes, yes.
291631	297601	Tonight, five party leaders, each battling for a slice of power at the general election.
298082	307497	Now, just three weeks away.
329313	340904	Good evening and welcome to the magnificent Central Hall Westminster in London for the third in a sequence of television election events, this one featuring five opposition party leaders.
341524	357379	The leader of the Labour Party, Ed Miliband, the leader of Plaid Cymru, Leanne Wood, of the Green Party, Natalie Bennett, the leader of the Scottish National Party, Nicola Sturgeon, and the leader of UKIP, Nigel Farage.
368092	376381	So tonight here, the five leaders are going to debate questions on a whole range of topics as they try to persuade you that they deserve your vote.
376401	383889	And the questions are coming from our audience here and from among thousands of emails and tweets which have been sent during the week.
384350	390256	If you want to join the debate, you can, of course, do so on Twitter using the hashtag BBC debate.
391017	396883	And when we're finished here at half past nine, Emily Maitlis is going to have live reaction.
398315	402767	I'm here in the spin room where politicians and journalists are gathered to watch the debate.
403088	410750	I'll be back at 9.30 with John Pienaar and we'll be gauging reaction from some of those parties who took part and from some who didn't.
411030	412695	Join me after the debate.
413620	418311	And so, of course, there are rules for these debates that have been carefully worked out by the broadcasters.
418331	422160	We're not free for our audience to cross-question them or me to do too much.
422601	428895	The actual pattern here is that the five leaders who haven't been told the questions in advance, that's very important.
428875	435487	We'll each be given a minute to answer each question before there's ten minutes or so of debate between them.
436148	441538	And then we begin, as the other debate began, with opening remarks from the leaders.
441598	442559	They have one minute each.
442599	449652	We've got a host of stopwatches here to time it, but they have one minute each and we start with Leanne Wood.
451302	458516	People across the UK are looking for an alternative to the grey, stale politics as usual.
458576	462423	And people are seeing through the austerity myth.
462984	467513	They told us that slashing services would deliver recovery for all.
467533	468855	It has not.
469595	473780	Plaid Cymru has a vision for a post-austerity society.
474621	486674	Our MPs will work with progressives from other parties to deliver prosperity, investment and job creation, public services and strong communities.
487535	489237	Cuts are a choice.
490158	494202	Austerity and the old politics are not inevitable.
495042	501077	Plaid Cymru will not apologise for speaking up for Wales at every opportunity.
502019	508656	And we will work for a new politics, co-operating with others for the good of all.
508696	510761	Thank you Leanne.
511463	512325	Nigel Farage.
512677	514459	This general election has become farcical.
514699	518844	Every morning, billions of pounds being offered, showered around like compessi.
519125	521448	They're trying to bribe you with borrowed money.
521808	532020	Now UKIP has come up with a fully-costed, verified plan that shows we can cut the taxes of working people in this country to bring about real economic prosperity.
532121	535765	And we do it by cutting the bloated overseas foreign aid budget.
535745	538009	our contributions to the European Union.
538330	554698	Let's take back control of our country, take back control of our borders, put in place an Australian-style points system to control immigration, and take on the big corporate giants who've driven down salaries and made life so difficult for our five million small businesses.
