start	end	text
1381	14243	Tonight, in a Channel 4 News special, the seven main parties go head-to-head on two of the biggest issues this election, immigration and law and order.
21344	33545	Good evening from Colchester, the original capital of Roman Britain, a city established by some of the first people to come here in small boats across the Channel, the perfect location then to debate immigration.
34186	40617	We're at the first site art centre in the shadow of Colchester Castle, used for centuries as a jail.
41038	44704	It was famously grim, damp, run down and overcrowded.
45285	46407	Sound familiar?
46387	50693	On this special extended programme, we'll also discuss law and order.
50994	56021	We'll hear from an audience drawn from across the political spectrum and from the seven main parties.
56562	60488	For the Conservatives, we have Home Office Minister Chris Philp.
60508	63753	Nick Thomas-Simmons is Labour's Shadow Cabinet Office Minister.
64194	67018	Daisy Cooper is the Liberal Democrat Deputy Leader.
67479	69902	Richard Tice is Chairman of Reform UK.
70443	73828	Carla Denyer is Co-Leader of the Green Party.
73808	82060	Keith Brown is the SNP Deputy Party Leader, and representing Plaid Cymru is its leader, Rhyn App Yorworth.
82080	89051	Now, the questions tonight come mainly from the audience, but we also have an exclusive poll from Savanta to inform the debate.
89572	92997	For our first part, we're going to focus on law and order.
93658	101149	We asked people across the UK, which of the following parties do you think would have the best policies for reducing crime?
101129	109769	Labour polled the best here on 35%, while 20% said the Conservatives, which is broadly in line with national voting intentions.
110331	116826	12% said reform, 4% the Lib Dems, 23% said they don't know.
116806	123594	We also asked, to what extent do you trust or not trust the police's ability to keep women safe in public?
124155	126999	Just 10% said they trust the police a lot.
127379	128801	Amongst women, it's just 5%.
129682	140856	But overall, 52% say they have some or a lot of trust in the police, while more than 42% don't, including 13% who do not trust them at all.
140836	148146	Overall, women were evenly split, with 46% saying they trust the police and 46% saying they don't.
149223	160893	And our third question, the government has recently announced that in England and Wales, some prisoners near the end of their sentence may be released up to 70 days early in a bid to tackle prison overcrowding.
161314	163776	To what extent do you support or oppose this?
164377	169701	As you can see, a pretty even split between those who oppose it or are neutral.
170342	178369	Overall, more than half the people polled oppose early release and just 22% support it.
179513	186422	Well, let's address the first of those results by going straight to our audience and a question from Simon Atwood.
186442	186783	Simon.
188104	190928	We're becoming more fearful of victim-based crime.
193031	203565	Only a week ago, Colchester Gazette and others reported on sentencing of a 14-year-old boy who attacked another with a kitchen knife while the teacher was present.
203585	206128	That heroic teacher prevented serious injury.
207070	212557	This is my daughter's otherwise superb Ofsted Outstanding Secondary School.
212577	214760	But what are the local victim crime facts?
215741	219686	Essex Police Annual Publication Performance Summary to October 2023.
220427	228637	Of Colchester's near 15,000 victim-based crimes, half of those were violent against the person.
229478	232622	Only 11.7% were solved.
233632	236765	It turns out Colchester and Essex Police as a whole did very well.
237568	242950	Nationally, this figure shockingly averages nearer 6% solved.
244752	249117	Do the panel find current crime figures fearful?
249638	255424	And what new measures would you propose to reduce victim-based crime and improve policing solved statistics?
255665	263954	OK, before we go to the panel, I want to bring in another member of our audience, Rory Ryhill, who has just resigned as a police sergeant in the Metropolitan Police after 11 years.
263994	264595	Rory, where are you?
264875	266237	Hello, yes, that's me.
266707	275020	So yes, I've recently resigned as a police sergeant in the Metropolitan Police Service where I proudly served for 11 years.
275962	290284	I became disillusioned with the career that I loved due to atrocious working conditions, ineffective IT and a complete lack of support from politicians at every level and from every party.
290264	297059	It was recently publicised that a third of my former colleagues are considering a similar move in resignation.
297881	304034	What specific actions would the panel take to retain our talented police officers across the country?
304375	305758	OK, let's begin with Chris Felt.
307122	316492	Christian, well, Simon, thank you for your question, because the father of a daughter myself, the story you told about what happened at your daughter's school is as concerning to me as it is to you.
316612	321598	Nobody wants their daughter or their son or any of their relations exposed to violence of that kind.
