start	end	text
5009	14762	Good evening from the Arnolfini in Bristol and welcome to the Sky News leaders debate.
15222	19888	Round two of the first ever televised prime ministerial debates in the UK.
20489	24975	Well, the three men who want to run the country after May 6th are here and raring to go.
25355	28840	So please welcome David Cameron, Nick Clegg and Gordon Brown.
38573	42598	The agreed theme for the first half of this debate is international affairs.
42839	46884	Each leader will make a short opening statement before taking questions from the audience.
47405	50409	In the second half tonight, we'll move on to general issues.
50909	57678	Now, lots have been drawn to decide who goes first, and we begin with the current Prime Minister and leader of the Labour Party, Gordon Brown.
57698	58820	Mr Brown.
58840	63366	This may have the feel of a TV popularity contest, but in truth,
63667	69116	This is an election about Britain's future, a fight for your future and for your jobs.
70018	72903	If it's all about style and PR, count me out.
73704	81017	If it's about the big decisions, if it's about judgement, it's about delivering a better future for this country, I'm your man.
81838	85725	Ahead are huge challenges, delivering the economic recovery in jobs,
86296	98263	bringing our brave troops safely home from Afghanistan, keeping our streets free of terrorism, building alliances in Europe against nuclear weapons, against climate change, against poverty, and to deal with our banks.
99273	107310	Now not everyone has the answers, but I say get the big decisions wrong and Britain's security and jobs are at risk.
107330	112020	Get the big decisions right and we can have a prosperous, fairer, greener and better Britain.
112601	118834	Like me or not, I can deliver that plan and the way to do it is with a majority Labour government.
119337	120038	Thank you, Mr Brown.
120098	122480	Next, the leader of the Conservative Party, David Cameron.
122500	122901	Thank you.
123662	127125	It's clear from last week's debate that the country wants change.
127546	132992	But the question is, what sort of change and whose best place to lead that change?
133012	138177	If you vote Conservative, you will get a new team running the country from May the 7th.
138457	140560	And you won't be stuck with what you've got now.
141280	143643	But real change comes from your values.
143863	146526	And there, there are big differences between us.
146506	149271	I believe that we need to do more to help families.
149371	152156	They are the absolute bedrock of a strong society.
152617	154139	I want government to be accountable.
154420	162133	I want less waste, less bureaucracy, stopping the jobs tax, but making sure we have good public services that you get good value for money for.
162835	170488	As we're going to discuss tonight, I want us to keep our defences strong, I want to keep our borders secure and our country safe.
170468	171511	but real change.
172112	177546	Real change comes not just from politicians, but from when we all recognise that we have responsibilities.
177827	183200	We're all in this together, and that's how we'll build the big and strong society I believe we need in our country.
183220	184123	Thank you, Mr Cameron.
184263	187110	And finally in this round, Nick Clegg, the leader of the Liberal Democrats.
187090	191398	I am so proud of the values that have made our country so great.
191919	194885	Democracy, human rights, the rule of law.
195486	201659	But the sad truth is that in recent years our governments under the old parties have let those values down.
202240	205406	We shouldn't have sent soldiers into battle without the right equipment.
205727	209554	We shouldn't be facing allegations of complicity in torture.
209534	212017	We shouldn't have invaded Iraq.
212558	214140	So I want us to lead in the world.
214521	217745	I want us to lead in Europe, not complain from the sidelines.
218066	221791	I want us to lead in creating a world free of nuclear weapons.
222311	226677	And I want us to lead on the biggest challenge of all, climate change.
227298	230262	Now my family knows what British values really mean.
230302	234428	My mother was freed by British troops from a prisoner of war camp.
234408	243378	And I think if we do things differently, we can be proud once again of the role we can play as a force for good in the world.
244559	245220	Thank you, Mr Clegg.
245240	247082	Now, those are tonight's opening statement.
247142	249204	Now it's time for the questions from the audience.
249625	253769	The audience here is made up mainly of local voters from the South West.
253789	256692	Some with allegiances, others yet to be persuaded.
257093	262018	And there'll also be some questions in person from Sky News viewers who emailed us.
261998	268205	Each leader has an uninterrupted minute to answer each question, followed by a second minute to deal with what their rivals have said.
268546	272651	Then it's free debate time with no guaranteed time at the microphone.
272951	277517	Now, our first question comes from Christopher Nelms, who's from Salford near Bristol.
277737	278237	Mr Nelms.
278838	279799	Hello, I'm Chris Nelms.
279819	280760	I work in a building trade.
282282	284425	I can't see any advantage of us being in Europe.
285446	288850	I think there's far too much interference politically and legally.
288830	292076	and I just wonder what you intend to do to stop it.
292577	293999	How are we going to tackle Europe, David Cameron?
294180	304358	Very directly, Christopher, I think we should be in Europe because we're a trading nation, we're part of Europe, we want to cooperate and work with our allies in Europe to get things done.
304338	309807	But I do agree with you that we have let too many powers go from Westminster to Brussels.
310127	313212	We've passed too much power over, and we should take some of those powers back.
313652	317158	I want us to be in Europe, but not run by Europe.
317178	321064	And you'll hear big differences between me and the other two parties.
321044	325172	I don't want us to join the Euro, I want us to keep the pound as our currency.
325513	330643	I don't want us to give up the British rebate, I want to make sure that we get value for money for what we put into Europe.
330663	336133	I want to cut some of the bureaucracy, some of the rules, some of the regulations that I think drive business so mad.
336534	339199	That's the agenda you'd get from a Conservative government in Europe.
339480	343187	And to those who say somehow this would be isolation, I say nonsense.
343167	346797	President Sarkozy of France, he stands up for France in Europe.
346817	349745	Angela Merkel of Germany, she stands up for Germany in Europe.
349765	352032	I would do exactly the same for Britain in Europe.
352653	352954	Thank you.
352974	353616	Nick Clegg.
354912	360699	I actually worked for the man who was sent by Margaret Thatcher, would you believe it, to bat for Britain in Brussels.
360839	366286	And what I learnt when I was there was this, the European Union is not perfect, of course not.
366386	370652	I mean, this is a club that took 15 years to define chocolate in a chocolate directive.
370692	375257	Anything that takes 15 years to define chocolate is not a model of democratic efficiency.
375798	379823	But what I also learnt was this, that there are a whole lot of things, whether we like it or not,
379803	384568	whatever your views on Europe and the European Union, which we simply can't do on our own.
385029	391376	We can't deal with international crime, which touches and affects every single community in this country on our own.
391656	393818	We can't deal with climate change on our own.
393858	396301	The weather doesn't stop at the cliffs of Dover.
396321	403549	We can't regulate these wretched banks that got us into so much trouble in the first place, which now sprawl across countries.
403529	405956	I don't think the European Union is perfect.
406197	407080	I want it reformed.
407180	409146	That's why I want to lead in the European Union.
409407	413218	But we're stronger together and we are weaker apart.
413485	419252	You know, there's three million reasons why we need to be part of the European Union, and they're called jobs.
419933	422556	Three million jobs depend on our membership of the European Union.
423076	425299	Half our trade is with the European Union.
425319	434710	750,000 businesses, I'm sorry it's not your business raising the question about the building trade, but 750,000 businesses trade with Europe.
