start	end	text
31	7140	And after drawing lots, it was determined that Prime Minister Rishi Sunak, apparently the underdog, will be first to face a grilling in a very warm studio.
7540	8481	Minister, welcome.
9122	9803	Prime Minister, even.
9963	11545	Welcome back to Never Mind The Ballots.
11565	12566	Eric, thanks for having me back.
12586	13027	Good to be here.
13427	22218	When you resigned from Boris Johnson's government, your resignation letter said that the public rightly expects the government to be conducted properly, competently and seriously.
22838	25802	How do you feel you've upheld that as Prime Minister?
26120	28844	I've been Prime Minister for 18 months, give or take.
28864	33811	When I first came in, the priority I had was to make sure that we could restore economic stability.
34232	36715	And that was the challenge that everyone was facing with the cost of living.
37076	38798	And I said, look, this is what I'm about.
38838	40321	Those are the things I want to focus on.
40441	41342	You can judge me.
41723	44747	I want to be very clear and transparent about what I'm wanting to do for you.
44787	46970	And so the first of those was to bring down inflation.
47010	48212	And I'm pleased that
48192	52018	We've just got the news recently that inflation is back to normal, and that is a sign of progress.
52218	59870	I know people are only just starting to feel the benefits of that, but it shows that we're on the right track, and that's why we're able to start cutting people's taxes, and that's why I want to go further.
59890	61673	I want to pick up on one of those words, which is proper.
61833	62154	Properly.
62374	63235	Running the country properly.
63255	71568	Your closest aide, your bodyguard, your campaign manager and your head of data are all being investigated for what is essentially insider trading.
71769	72630	Is that proper?
73150	74713	Well, I was incredibly angry.
75355	81568	Incredibly angry when I learnt about the allegations, as everybody would be when they would hear about something like that.
81869	83432	Now, just to... Why haven't you suspended them?
83452	88543	Well, just to explain, so the Gambling Commission who are investigating these, as well as the police, obviously are independent.
88523	89745	of me, of government.
90105	92669	I don't have access to the details of their investigation.
92729	93990	They don't report to me.
94411	106367	But what I can tell you is, in parallel, we have been conducting internal inquiries of our own into the situation and won't hesitate to act when information or findings come to light.
106387	107548	Surely that can't take too long.
107589	110953	You just ask everyone in the room if they put a bet on when they found out about the election.
110993	111694	You were there.
111734	113957	You must have known who you told, right?
114173	116835	Harry, these are really serious matters.
117436	118357	You promised... And they're subject...
118377	119178	I'm just...
119218	120118	They're really serious.
120178	124963	They're subject to multiple independent investigations, including a police criminal investigation.
125003	132570	It's right that nothing that I do or anyone does compromises the integrity of those investigations, and you understand that.
132590	141217	But I want to reassure people, we are in parallel and have been conducting internal inquiries and won't hesitate to act if findings or information comes to light.
141237	144180	And I've been crystal clear, if anyone has broken the rules,
144160	148708	then they should face not just the full consequences of the law, but they will be booted out of the Conservative Party.
148728	153517	What does it say about your leadership, though, that people so close to you felt that that wasn't a problem?
153537	160970	You promised integrity, professionalism and accountability when you were the new broom to come in and fix the Tory woes when you took after Boris Johnson and Liz Truss.
161771	163755	How does this stack up with integrity?
164022	166087	Well, Harry, we're doing exactly... You talked to...
166147	166909	They felt...
166969	172843	They felt able to go down the bookies as soon as you let them know that there was an election coming.
172924	173846	I mean, who are you employing?
174066	175630	Harry, you should just be careful.
175670	178437	There are independent inquiries ongoing.
179193	180254	Those haven't concluded.
180294	183117	They're being done by very serious bodies.
184018	187602	The Gambling Commission and the police.
187822	193448	It's important that nobody says or does anything that compromises the integrity of those investigations.
193749	195731	You said in the letter, I said things should be done properly.
196071	201617	What's proper is to investigate things, to get to the bottom of it, to uncover the truth and then act on those findings.
201637	202618	That's exactly
202598	203559	what we are doing.
203780	206723	So, in parallel, we have been conducting internal inquiries.
206743	208165	These are very sensitive matters.
208185	213192	They have to be done in a way that doesn't compromise the integrity of police and other investigations.
213212	224066	But I've been crystal clear, if anyone has broken the rules, not upheld the standards that I would expect, then they will be held to account, they should face the full consequences of the law, and they will be booted out of the Conservative Party.
224086	227110	Can you see what this looks like to readers, to voters, to the public?
227130	228672	It looks like the last days of Rome.
228712	230935	It's nicking the candlesticks on the way out, isn't it?
230915	235806	It just sums up everything that's kind of gone wrong with your government and 14 years of Tory government.
236588	244907	The first instinct that the people running your election campaign had, as soon as they found out about it, was to fill their boots.
245613	248175	Harry, as I said, I share absolutely in people's...
248195	250437	I'm as angry as anybody when I learn about these things.
250798	251418	Of course I am.
251438	252980	I think the voters are probably angrier.
253000	255922	Yeah, well, no, I'm incredibly angry about this.
256183	263409	And the right thing to do, and, again, you talked about that letter, to do things properly is to get to the bottom of what happened, to investigate things thoroughly.
263449	269194	Now, we have to do that separately to the Gambling Commission, who don't report to me, I don't have the details of their investigation.
269495	275620	We have to do that sensitively and carefully so that we don't compromise the integrity of a police and other investigations.
275600	281310	But let me be clear, if we come across findings or information that warrants it, we will not hesitate to act.
281410	283574	I've been crystal clear that I will hold people to account.
283594	284135	Whoever they are.
284155	285597	I will kick any... Whoever they are.
286258	293972	If anyone has not upheld the standards that I expect, if they have broken the rules, they should face the full consequences of the law and they will be booted out of the Conservative Party.
294032	295314	I couldn't be clearer about that.
295635	300443	One thing that's very obvious about this election campaign is there is a level of frustration and anger.
300423	303088	felt by the voting public to the Conservative Party.
303108	308377	You've spoken about it yourself, and you've said that mistakes have been made, and you understand people's frustrations.
309138	313265	What mistakes stick out for you, and what frustrations do you think are justified?
313465	319375	Yeah, look, I'm out and about across the country all the time, and I very much sense people's frustrations.
319716	325165	Frustrations with me, with the party, and just generally, it's been a very difficult few years.
325145	327270	We've had Covid, we have to recover from that.
327311	329737	Then we had a war in Ukraine, the impact on people's bills.
329957	331982	Of course it hasn't been easy for anyone.
332243	336394	And I actually got this job as a result of something that was a mistake.
336734	340504	I was very clear about it on the first day I came into this office.
340484	346258	when I acknowledge those mistakes, and I was here partly to bring back economic stability, and I'm glad that we've done that.
346820	348985	But the key now at this election is about the future.
349907	357987	As frustrated as people might be, this is not a by-election, this is not a referendum on the past, this is about the future, and the choice for everyone is clear.
357967	363097	I want to build on the progress that we've made, keep cutting everyone's taxes, give people more financial security.
363438	365822	I don't want their taxes to go up under a future Labour government.
365863	370051	I want to crack on and keep reducing migration, get to net zero in a sensible way.
370071	374760	These are all things I believe in, all things I want to deliver, and that's the future that I want to be talking about.
374740	376342	Do you understand that feeling that people have?
376422	378604	It's something we hear time and time again from our readers.
378644	379305	Nothing works.
379645	386693	We've got rivers full of sewage, schools crumbling concrete, potholes knocking out tyres, and, you know, left, right and centre.
386713	389516	14 years of Tory government, it feels like the country's falling apart.
389877	390558	Why is that?
390578	398486	Well, look, of course it's been difficult the last few years, and that's made everything a bit more challenging, particularly the NHS, which I'm sure we'll come on to.
398787	400849	But I also... Look, I'm not...
400829	408119	I'm not, for one second, taking away from the things that you're saying, but I don't think it's right to say that we haven't made progress in 14 years.
408179	409481	I simply don't believe that.
409521	413127	Now, of course, that's what the Labour Party are going to say, but I'll just give you one example.
413527	414248	Just one example.
414368	419996	I think education, schools, is probably the most important thing a government can do to transform people's lives.
420016	422620	It's to provide every young person with a phenomenal education.
422660	429570	And if you look at 14 years, what Conservatives have done, we've ensured that our schoolchildren in this country, in England,
429550	434334	are not just the best readers in the United Kingdom, they're the best readers in the Western world.
434755	439159	We've marched up all the international rankings for how well our schoolchildren are performing.
439419	445104	Now, that's as a result of Conservative reforms, done painstakingly over years, all opposed by the Labour Party.
445324	447967	That's transforming millions of young people's lives.
448167	449488	And that's just one thing I can point to.
449508	451670	So, yes, of course not everything is perfect.
451750	459557	Of course we haven't made as much progress as we would have liked to in some areas, but it's just simply not right to say that the record of the last 14 years is one where we haven't made
459537	460078	progress.
460278	465528	One thing we can, you know, 14 years is a long time you're in power for two or three of those, we'll give you that.
465648	468894	But one graph on your watch, and we've talked about this before, you know what I'm going to say.
469275	473763	One graph on your watch that's going the wrong way consistently is your pledge to stop the boats.
473784	476869	Since you made that pledge, 50,000 people have crossed the Channel.
476889	482119	It is clear and unambiguously going the wrong way for you.
482099	491134	I've asked you this before, and do you yet regret making that pledge of stop the boats, which was just so clearly impossible to do?
491355	493899	No, because I want people to know where I stand.
494280	496043	I think illegal migration is unfair.
496443	501272	I don't think it's right that people come to our country illegally, and I want to do everything I can to stop it.
501312	504377	And you say that the progress we've made, let's be clear,
504357	509245	over the last 12 months, the numbers are lower than they were in the 12 months before.
509265	510267	18% higher this year already.
510327	513572	We are halfway through the year now.
514153	517399	If you look at a full year, it is down on the year before.
517459	519382	I am being clear, we have not got the job done.
519442	526815	The only way to do that is to make sure we make it clear to everyone, if you come to our country illegally, you will not get to stay, you will be removed.
527095	528778	If I am your Prime Minister,
528826	529787	The flights will go to Rwanda.
529807	530207	Will they go?
530227	531188	People will be removed.
531248	531849	Yes, they will.
532129	532229	When?
532249	533851	And the choice for everyone...
533871	534612	They'll go in July.
534712	537875	And the choice for everyone, the choice for all of you at the election, is about the future.
