start	end	text
31	794	Order!
814	1155	Order!
1195	3544	You are an incorrigible delinquent at times.
5853	7358	Behave yourself, man!
20602	23066	David, I'm afraid, can't be here for tonight.
23206	25410	He's busy preparing for the big night.
25810	30938	Over the next hour, our audience here in Edinburgh will put their questions to two party leaders.
31599	40433	Neither are pretending they will be your next prime minister, but they could play a vital role in shaping the future of this country, indeed, its very existence.
40413	44598	You can join him from home, of course, on Twitter, on Facebook and on text.
44618	49924	The hashtag is BBC QT, as ever, and the text number to use, 83981.
49964	58374	Now, as ever, our guests have not seen the questions that they're about to face, and they draw lots to decide who should begin.
59055	63720	So first, will you please welcome the leader of the Liberal Democrats, Tim Farron.
75378	76359	Good evening.
76379	78743	Good evening, Nick.
78763	79524	Good evening, Mr Barron.
79544	80605	Thank you so much for joining us.
80645	83770	Let's get our first question tonight, and it's from Marco Krohler.
85873	85993	Hi.
87055	88016	We're under attack.
88677	92242	If properly controlled, why is internet surveillance not a good thing?
92723	94365	It can save lives.
95037	100744	OK, well, first of all, Marco, I mean, you, like everybody else, would have been here last night.
101305	115201	But we, of course, rightly postponed to pay tribute to those who died, to remember those who have passed away, and to stand in solidarity with their loved ones and all those injured and affected by the London attacks.
115221	117484	And, you know, you think about what you're going to say.
117464	123513	before you come on a programme like this, after an event last, as happened on Saturday night.
124114	131486	And you remember yourself saying really similar things a fortnight earlier, after the appalling outrage in Manchester.
131526	141902	And to my mind, our reactions, maybe they're similar to mine, are heartbreak, the impact on those individuals and their families, and frankly, anger.
141882	153539	that this should happen to people in our community, that it should happen at all, such utter wickedness and therefore the desire for something to be done is utterly right.
154100	162692	So my sense is, which is indeed, so here we go, do we believe that the reason we have not been able to prevent
162672	173403	outrages such as those on Saturday night and two weeks ago in Manchester was because of a lack of surveillance or was it because of a lack of resources?
173924	189419	It seems to me, for example, that we have at the moment the ability, the powers, our police have the powers, our security services have the powers to follow and track criminals, to be able to pursue terrorists, to be able to hack into their devices.
189760	190941	What we don't have
190921	200098	is sufficient pairs of eyes and pairs of hands in our security services and in our police force to be able to pursue them and to catch them.
200338	212440	Now I do not know what could be done to prevent three utter murderous cowards in a white van deciding to do what they did on Sunday night, on Saturday night, but I do know
212420	217188	that we are much safer if we invest in police and in our security services.
217469	222959	The additional £300 million that the Liberal Democrats have put into policing across the country would make us safer.
223259	229130	The cuts Theresa May has made over the last seven years as Home Secretary and then Prime Minister have not made us safer.
229150	231053	Let's see whether Mr Crowther is convinced by that.
233277	238984	I do feel that we are restricted, and the police are restricted in the surveillance that they can do.
239826	246314	I think they should have more powers to be able to monitor these people, especially where data has been encrypted on mobile phones now.
246715	248197	It's a new world we live in now.
248357	256327	Why, Mr Farron, in your manifesto do you say, picking up on that point, that you would, quote, roll back state surveillance powers?
256908	259251	It's not that you don't want new powers, you want
259231	264319	So we're talking about the snoopers charter or data surveillance, however you want to describe it.
264680	266162	Now, here's the issue.
266523	274816	When we're trying to deal with terrorists and suspected terrorists, we need to be able to focus on what they do and who they are talking to.
275337	279484	What we have at the moment, if you like, is an ever-widening haystack
279464	281167	and we're looking for a needle.
281527	289460	And the answer is not to put more hay into the haystack, it is to put more magnets around the haystack so we can actually find what's in there in the first place.
289640	292345	So just to be clear, you don't want those powers, you want them rolled up?
292485	294007	There are two things here.
294068	297473	I have got a practical concern and a principal concern.
297453	299155	The practical concern is this.
299596	305505	Our security services utterly need the ability to be able to catch people and to trace people.
305845	310091	But the widening of powers is not something that the evidence is there to support.
310152	311353	So it is a practical problem.
311654	314057	There is a principal issue though... Lady in the middle, lady in the middle, Mr Farron.
314077	314618	Okay, thank you.
315863	325223	You have said that the practical is to put more police effectively back on the beat again, that the Conservatives have gotten rid of 20,000 bobbies on the beat.
325544	327187	Are you going to give them more than a big stick?
327728	328991	Well, let's just take some other views.
329312	331797	Lady here at the front.
332519	334521	One of the terrorists was actually known.
334661	342991	He appeared on an ITV4 documentary unveiling an ISIS flag.
343412	347536	We have thousands of jihadis being allowed back into this country.
348017	350119	Why are they being allowed back into the country?
350380	354624	And why are we not interning the people who we know are problematic?
354845	355866	And there's a gentleman at the front here.
356086	356907	OK.
356887	367519	Yeah, just, I don't want to feel like the thing's too reactionary and, you know, we're just taking this for, like, one issue, to strengthen terrorism, really, I think, against terrorism.
368260	373566	Terrorism by its own mindset is basically to create fear, to create a panic, to create a reaction.
374347	378792	Strengthening sort of views like that might be, you know, used in the wrong way.
379032	379452	Okay.
379572	382776	Yeah, so Big Stick we were hearing about, is that what you're going to give?
382756	384018	So we need to have resources.
384038	392430	I mean, Cressida Dick said today that she did not favour and didn't think it would make us a safer country if we armed every officer in the UK.
392851	393492	I agree with her.
393872	395835	But that doesn't mean we shouldn't have more resources.
395855	404027	And of that £300 million the Liberal Democrats would give to our police forces, some of that would, of course, go to ensuring we did have that capability.
404267	407011	There's a question about people being allowed back in the country.
407031	412459	And that's a really good question, given that we had a question about the powers that we do or don't need.
412439	417629	So the government has, the Home Secretary has, the power to issue temporary exclusion orders.
417990	420355	In the last two years, she's used one.
421036	421156	One.
421417	422138	In those two years.
422178	424783	And we know of people who potentially could have been stopped.
424803	426286	It's not, do we have the powers?
426567	428170	It's, do we use the powers?
428150	429593	And it's not just that, Mr Varun, is it?
429633	432778	Because you say in your manifesto you want to roll back powers.
433139	436284	You oppose powers for the security services to read encrypted messages.
436685	438328	You oppose checking internet history.
438649	441253	You oppose the anti-radicalisation prevent strategy.
441534	444800	You once talked about a paranoid authoritarian state.
445120	448386	You are the no new powers man, are you not?
448366	453333	We are the party that wants to back our police to have the resources to actually do something about it.
453433	462066	Because at times like this, it's very easy and tempting for a politician to come up with a knee-jerk, sounds-good response.
462466	463868	I want to do some good.
464289	469997	I realise, at this point, people are seeking answers and want to see action.
470218	478069	But, for example, you talked about the anti-radicalisation strategy, and you asked the question before about people we know about and aren't tackling.
478049	485516	We know that the murder in Manchester was reported by his community on five separate occasions.
485576	494625	That is a reminder that the community out there are desperate to tackle terrorism, and our police and security services do not have the resources to enable them to do it.
494926	497588	That's where the priority must be.
497608	501632	So even if they say they want more powers, the police and security services, you say, well, no, no, you're wrong about that.
501652	503314	You can have more money, but you can't have more power.
503294	507821	the police and security services, what they want more than anything else is resources to catch people.
508042	509725	There's also, though, a point made here.
510225	512209	What do the terrorists want us to do?
512649	516035	To turn in on ourselves and be divided as a country.
516075	516896	What do they want us to do?
517237	519681	To give up on our freedoms and our liberties.
519921	527614	And those are the things we must not sacrifice, otherwise the terrorists would have won.
531712	534695	So changing the subject, moving on to the issue of Brexit.
534715	535996	Ashley Wilkes, please.
537878	542643	Is your second referendum strategy in any way respecting the will of the British people?
543444	548469	I always think that if you believe in people having a vote, that's generally quite democratic.
549090	555677	I take the view that the result last June, 52-48, as narrow as it was, nevertheless,
555657	559342	the government has the mandate to negotiate Brexit.
559362	561404	And that's the direction the country is going in.
561685	563768	If I'm honest with you, it breaks my heart.
563868	568554	I'm somebody who believed that Britain would still be better at the heart of the European Union.
568954	572098	Nevertheless, I accept that is the narrow will of the people.
572619	573580	The thing is this, though.
573881	574982	What happens next?
574962	590760	Now, one might argue that Theresa May has called the election as early as she has, despite the fact she already has a clear majority in Parliament because Labour backed her, she's called it now before the details of Brexit become clear.
590740	604518	plan, that deal that Theresa May and indeed the European leaders will negotiate, will impact upon all of our lives, the younger we are for the longer, and it will impact upon our prices that we pay at the supermarket, on jobs and everything else.
604798	616613	The simple point here, Nick, if I can just finish, I apologise before we come back and you can tell me I'm right or wrong, it's simply this, that that deal we'll have to live with for the next several generations will either get signed off
616593	618657	by the politicians or by the people.
618697	619920	Now what if it's a bad deal?
620040	622785	And I mean dementia tax bad, that kind of bad.
623086	631362	And if it's that bad, shouldn't you have the final say and not the politicians in vape-filled rooms in Brussels and London?
632523	637728	We're having the general election, so we can decide who's got to give us the best deal going forward.
637828	640872	Why do we need to have another referendum to say whether we've got to take the deal or not?
640892	644375	Do you mind me asking you, Ashley, which way did you vote in the referendum?
644395	644455	Me?
644615	645276	I voted to leave.
645616	648519	You voted to leave, OK. Gentlemen, just down here.
648559	652704	Second referendum, Tim, for the EU.
652844	654686	Why not a second referendum for Scotland?
656668	657028	OK. Yeah, right.
658342	663528	In both Scotland and Northern Ireland, as you well know, voted overwhelmingly remain.
663728	666592	We are partners, equal partners of the Union.
666632	667553	We're not regions.
667953	672198	So do you support Nicola Sturgeon being at the top table for Brexit negotiations?
672218	681910	Well, let's come back to the issues here, particularly in Scotland, in just a second and deal with Ashley's point first of all, which is she thinks you're not listening to the will of the people.
681930	684012	What part of no don't you understand?
683992	684915	Mr Farron.
685236	687963	Fundamentally, in my view, I'm a Democrat.
688625	690129	I don't believe... Well, you're not a Democrat, are you?
690149	691995	Because what you say is there was a vote and you want to have another one.
692015	695204	Well, we had a general election two years ago and we appear to be having another one.
695424	698794	And my... You know, so I...
700563	704089	I absolutely accept the results of the referendum.
704810	712584	The people I blame for the situation we've got ourselves in are David Cameron and George Osborne who took a chance on our country's future and our children will pay for it.
712845	713846	They were on the Remain side.
713906	715990	So I blame them if I blame anybody.
716291	720478	We are, as a country, learning to deal with our new future and we must do that together.
720458	727190	However, that deal that none of us know the contents of will be stitched up behind closed doors by Brussels and London.
727491	732820	I simply say that final deal is going to be stitched up, or rather decided, endorsed by someone.
733201	735385	Either it is the politicians or it's the people.
735786	739412	I think it's ultimately democratic to say that it must be the people.
739392	741417	I do want to come back to the question you're asking.
741437	742881	And there's a slot on the question.
743002	744385	Forgive me, we'll come back to it.
744405	746150	The difference between the two positions.
