start	end	text
31	794	Order!
814	1155	Order!
1195	3544	You are an incorrigible delinquent at times.
5853	7358	Behave yourself, man!
20365	23472	Welcome to Manchester.
23492	25155	It's almost here, less than 36 hours to go.
25175	30767	On Thursday, it's the general election, your chance to decide on who's running the country.
31268	38223	And tonight, before you vote, we are here with about 80 18 to 25-year-olds to hear what's on your mind.
38284	40348	Tonight, it's all about you.
42404	46476	Hi there, I'm Giles and one of my friends was taken in the Manchester attack.
46997	54017	My question to the candidates is if they find it morally just to use terror attack victims for their own political ends.
54757	56099	Hi, I'm Tash from London.
56400	58043	My biggest concern is the NHS.
58404	60147	How will the government continue to fund it?
60527	64555	And how will wait times for appointments and surgery be reduced for those desperately in need?
64615	66799	OK, plenty more from these guys tonight.
66839	73891	We are also joined by senior politicians from seven parties who will be listening and responding to what everyone's got to say.
73932	77558	They are Nadeem Zahawi for the Conservatives,
77538	79943	representing Labour, Sarah Champion.
79963	83129	Kate Forbes is here for the Scottish National Party.
83690	85573	David Curtin is from UKIP.
85954	88379	Brian Paddock is from the Liberal Democrats.
88980	91625	Fleur Elin for Plaid Cymru joins us.
91645	95091	And for the Green Party, their co-leader, Jonathan Bartley.
95813	96294	Also...
98458	98618	APPLAUSE
103103	114345	Also, Newspeak's Jonathan Blake is working with BBC Reality Check tonight, looking at some of the numbers and some of the promises we will hear about tonight, working out what really stacks up.
114505	121939	And Nick Rotherham is up there going through the comments we've been getting all day at hashtag BBC debate.
125513	140923	First, tonight, after two devastating terror attacks in just two weeks, including one here in Manchester, security has become a much bigger part of the election campaign, in particular, how best to protect British people from any future attacks.
142557	147564	Police numbers in England and Wales have fallen by almost 20,000 since 2010.
147644	155254	Numbers have gone down in Northern Ireland too, although in Scotland they've been more or less increasing for the last 30 years.
156075	168531	Police budgets in England and Wales were reduced by almost a fifth between 2010 and 2015, but since then they've been protected and counter-terrorism funding has been rising with inflation.
168511	172957	Since 2000, various governments have introduced nine anti-terror laws.
173538	180568	They include the ability to stop terrorism suspects from re-entering the UK and keeping people deemed a threat under house arrest.
181188	187397	The current terrorism threat level is at severe, meaning an attack is highly likely.
187377	191223	There have been three attacks in the UK in the last 77 days.
191784	198576	Though the Home Office say intelligence services have prevented another five since the attack on Westminster in March.
199698	203504	OK, let's get your thoughts on the best way to protect British people.
203524	204205	Hello.
204252	207196	Hello, my name is Benjamin Shotton and I'm 18 from Cheshire.
208619	219075	Across the wake of these terror attacks, I've found that the dialogue has been very much about unity between different political parties and people from all different kinds of walks of life all over the world.
219836	225965	Why is it that the Conservative Party has been so divisive by saying enough is enough and that we're being too soft on terror?
226506	227708	Okay, we'll put that to them.
228148	229230	Some more of your comments?
230830	233576	I'm Jessica and I'm from, I live in Liverpool, but I'm from Flint.
234077	242233	And I want to know what we're going to do to stop terrorist attacks happening in the first place, instead of worrying about how many police you've got on the streets to deal with it when it's happening.
242814	245980	I understand the Conservatives want to introduce new terror offences.
246421	247363	What else is going to be done?
247584	252754	Because we always hear that, or they're known, they're on the watch list, either in this country or elsewhere.
253122	256046	So what are we going to do to tackle extremism in the first place?
256066	256367	OK.
256587	256947	Thank you.
256968	257128	Hello.
257388	258209	I'm Tom.
258370	258790	I'm 22.
259251	262315	I actually live across from Manchester Arena and didn't get much sleep on the night of the attack.
262816	266541	And for me, my biggest problem is that I went to the One Love Manchester concert as well.
266581	273031	And at a time when, you know, Manchester and the UK is coming together, it seems like Westminster's just intent on tearing itself apart.
273451	278218	So what tonight are we going to see from you guys in terms of real solution instead of playing the blame game?
278468	280970	OK, Nadeem Zahawi from the Conservatives.
281011	283033	What's Tom going to see tonight from you?
283733	286616	I'm going to try to cover all three comments.
288358	289679	I came to this country in 1978.
289739	291241	I was about 11 years old.
291321	292142	I couldn't speak English.
292222	298107	My parents had to flee Iraq from a dictator, actually not too dissimilar to Abdi's parents.
298688	303293	The difference is my parents embraced the country that rescued them, and we integrated.
303713	305775	I learned English within six months.
305755	314290	I went to university, I've built a great business, I'm now the member, well I used to be, I'm the candidate now, I was the member of parliament for Stratford-on-Avon, the heart of England.
315372	322785	This country is a great country, it has incredible values, values of freedom, opportunity, democracy, rule of law, tolerance.
322765	342086	I think one of the things that we have not done well is integration, but also we've for too long tolerated people who preached extremism and hatred amongst us, people who preached intolerance to our values, to our way of life, misogyny, all sorts of things.
342106	345350	And I think we've got to call those people out in our communities.
345370	348553	And I think the Muslim community, the mainstream Muslim community,
348533	364062	is equally targeted by these extremists, by these criminals, because they target Ahmadiyya Muslims or other Muslims as well as being kuffar, which is people who are outside the religion, therefore easy game in many ways.
364042	371734	But what we've got to do is come together as political parties, as a community, and call out intolerance and say, that's wrong.
372155	373757	Our society is not like that.
373777	374739	We're proud of what we are.
374959	379146	What Manchester did at the concert was incredible, truly incredible.
379526	384574	And that should be our role model in many ways of how we deal with this as a political party.
384594	385596	I'd like us to come together.
385976	387619	Let's not keep
388240	390424	We're tearing chunks out of one another.
390444	395392	Let's say, look, how can we work together to get the right legislation through Parliament so that we can do this?
395412	396534	But it's not just legislation.
396955	400822	It's also, how do we come together and call out these extremists?
401203	409557	Tom, can you maybe give Nadim some more detail about the types of things, the conversation that politicians are having that you don't like, that switches you off?
409705	415751	Well, for me, it's just the aggressive nature of how politics has become, especially seeing Prime Minister's questions, seeing you guys at debates.
415811	419915	I watched the leaders' debate on TV last week, and it was just a complete noise and a faff.
419995	422958	And what I see now is that translates into social media.
423558	426361	And for us as young people, we use social media all the time.
426401	428002	We're on Facebook, Twitter, Instagram.
428363	438312	And the moment that someone puts a political point of view on Facebook or Twitter, we get the same kind of aggressive comments that you guys seem to be throwing back at each other, especially Labour and the Conservatives.
438292	443388	And one thing that we have seen recently is Labour pointing the finger at Theresa May and saying, this is your fault.
443568	445715	These people died because of you as Home Secretary.
446056	448082	That's just not right to blame one single person.
449092	451015	Look, and I agree with you.
451175	454560	It isn't right, and I think we should try and just pull back from that.
454961	463354	The one thing I would say to you is the bit that you see on Wednesday afternoon, which is sort of the Prime Minister's question time, is not what we do.
463494	473850	So if you look at the committee stage of any bill, or the Foreign Affairs Committee, which I sat on, where we got a fantastic report into the intervention in Libya,
473830	480182	which has been cited, in fact, on many news programs during the election campaign, as being a really good report.
480202	481624	And that was cross-party.
481704	483968	We worked together in those committees.
484069	485912	And that work is the real work of Parliament.
486393	488737	And I hope that young people get to see some of that.
488757	496952	Sadly, most of it takes place in the background rather than, as you say, the sort of the yaboo bits of politics.
497000	498202	Sarah Champion from Labour.
498622	498903	Thank you.
498923	501026	First of all, I have to defend my party.
501066	504891	We very, very deliberately throughout this campaign have not done the smearing.
504971	506534	We've not done the name calling.
506554	515607	And so what you're saying about Theresa May, what we're doing is we're looking at her record over the last seven years, six of which she was the Home Secretary, so in charge of police, in charge of our security.
515967	520814	And I think it's acceptable to look at policies and look at decisions that politicians make.
521095	524239	But I completely agree, it's totally unacceptable to name call.
524219	538577	To go back to the bigger picture, I would say in the last five years, it's become much more acceptable to use really despicable language, which I would actually say is getting very close to hate crimes on social media.
538798	541381	Politicians are using it, posters that we're seeing.
541401	545506	I have to say the Brexit campaign was a particularly vile example of that.
546267	552555	I'm glad that it feels in this election that that's calmed a little bit, but we need to have zero tolerance to that sort of thing.
552535	561255	To look at the big picture, it's not just about a knee-jerk reaction of bringing in more police, bringing in more legislation.
561656	569093	What we need to be doing is, from the youngest age, is teaching people about respect, about tolerance, and embedding that in.
569073	571238	and then bringing back things like the youth service.
571258	573983	You know, the youth service has been decimated in the last seven years.
574324	583163	That's the place where young people can be, you know, just sort of channeled a little bit if they're saying things which are too upsetting, controversial, radical.
583924	585127	That system isn't there now.
585207	586069	So we're seeing
586049	592177	that the schools are under-resourced, we're seeing the youth services disappeared, we're seeing the police, the community police aren't there.
592617	600207	So all of those levels, which would have been like our canaries, when things were starting to go wrong, we could have gone, oops, hang on, we've got an issue here, let's put some support around that person.
600548	614065	With all that gone, it becomes an inevitability that it's only when someone does something so utterly despicable, and I'm really sorry for the people that are directly impacted on what's happened in these last three, actually, atrocities.
614045	616010	We shouldn't just be waiting until that moment.
616030	618616	We should be doing something decades before.
619218	626515	OK, let's get some more of your thoughts.
626535	628881	Who else wants to make a comment?
629603	633908	Hi, I'm Claire from Manchester, and I have a question for everybody.
634869	640394	So obviously after the recent horrible attacks, I have seen a lot more armed police around.
641035	647662	Is that something that you guys would look at kind of installing permanently, or what's everybody's specific view on that?
647682	651446	Okay, Brian Paddock, you have experience as a retired police officer.
651606	652387	What would you do?
652467	657012	You want to put more money, we know, into local police, but would that be armed police?
657532	666486	No, I mean, there are two issues here, and it's not about... You've got to have the police there to respond, as you said, when an incident like this happens.
667106	675439	And luckily in London, there was a great number of armed response vehicles, they're called, who were able to respond really quickly to deal with the incident.
675419	683741	I'm a bit concerned that in other parts of the country there might not be enough armed officers because there's like a thousand less than there were 10 years ago.
683761	686408	A thousand less armed officers than there were 10 years ago.
686748	688292	So that's one aspect of it.
688313	691200	But the most important aspect as far as we're concerned is
691180	694547	is this erosion of community policing.
694827	703865	Because as well as the 20,000 police officers that we've lost since 2010, we've also lost 24,000 support officers.
704125	709476	And the police community support officers are a big part of those community teams.
709456	717855	And what that means is that some communities begin to lose trust and confidence in the police because they don't have a local officer that they can relate to.
718417	721303	And when that happens, it means that you don't get the intelligence.
721323	727397	I don't know whether people saw the reports the day after the London Bridge attack.
727377	737254	One of the neighbours of one of the guys involved said, oh, I remember now, earlier on, on the Saturday, he was being over-friendly, and then he started talking to me about hiring a van.
737695	738857	Of course, it now all makes sense.
