start	end	text
630599	632965	8 Mini Philip Bucket £6.99.
688683	693348	Let's meet the seven politicians vying for your votes over the next 90 minutes.
695110	704301	Hi, I'm Angela Rayner, Labour's deputy leader, and we have a real chance to turn the page and have change in Britain voting for Labour on the 4th of July.
706203	707024	I'm Daisy Cooper.
707345	709828	I'm the deputy leader of the Liberal Democrats.
709848	717897	And tonight, I hope to share with you some more details on our plan to save the NHS, tackle the cost of living crisis, and to protect our local environment.
719530	721112	Good evening, I'm Penny Mordaunt.
721672	725897	I'm going to be talking to you about which of your taxes the Conservatives will cut.
726538	732324	Labour will be trying not to talk about the ones they're going to put up.
732344	734847	I'm Carla Denyer, co-leader of the Green Party.
735548	739172	The Tories are toast, but Labour are offering little better.
740053	744137	With the Green Party, you can choose real hope and real change.
745602	747824	I'm Nigel Farage, leader of Reform UK.
748064	752088	Just before we came on air, we overtook the Conservatives in the national opinion polls.
752468	754910	We are now the opposition to Labour.
756492	762577	I'm Stephen Flynn, leader of the SNP at Westminster, and we are here to always put Scotland's interests first.
764659	768022	Hi, I'm Rhian Ap Iorwerth, I'm the leader of Plaid Cymru.
768062	775609	Tonight I'll make the case for a fairer, more ambitious Wales, but also for a new kind of politics that can matter to you wherever you are.
785022	788088	Hello and welcome to the ITV election debate.
788108	796084	It has been a fractious few weeks in the election so far, grappling with issues like the cost of living, tax, the health service and immigration.
796525	804060	After our head-to-head with Keir Starmer and Rishi Sunak tonight, we have leading politicians from the seven largest parties in Great Britain.
804040	808533	to hear all of their ideas and plans for tackling the big challenges.
809034	819163	And with trust in politics at an all-time low, and where many of us feel our political system is broken, what can they say to restore some faith?
819211	820853	Well, the format tonight is simple.
820973	825418	We want to focus on four big questions at the heart of this general election campaign.
825518	831244	Those questions come from ITV viewers, and the questioners selected are here in the studio with us.
831344	834748	They will put their questions directly to the politicians.
835008	838932	Each politician will then have an initial, uninterrupted reply to the question.
839613	845419	After all the politicians have had a response, we will then debate their positions on that question in depth.
845479	848222	I may add in some shorter questions from the viewers at home,
848202	849725	to add to our debate.
849825	854472	And you can join in wherever you are by using the hashtag ITVdebate.
854713	856556	It's time for our first topic.
856596	865351	We were inundated with questions from people worried about public services, from people who use them and from people who work in them.
865591	868356	Asking about that is Dennis from Southport.
868396	868736	Dennis.
869858	873484	I was born around the time that the NHS was founded.
874358	879169	It was an amazing thing, but unfortunately now it is on its knees.
880392	883760	So many public services are not working as they used to.
884923	890376	Do any of you have any ideas that are big enough to make things work again?
891098	892941	Thank you very much indeed, Dennis.
892981	904983	And a reminder that Dennis's question obviously talks broadly about the public services, some of which, like health and education, are devolved areas with policy set directly in Scotland, Wales, and Northern Ireland.
905164	908470	I'll come to my first responder, please, to Penny Mordaunt.
909031	909371	Thank you.
909411	911215	Well, thank you for your question.
911255	914220	The NHS in particular, it's an act of faith
914200	915602	for the people of this country.
915983	917886	They want to be able to rely on it.
918507	925259	But since the COVID pandemic, the caseload that our healthcare professionals are dealing with has gone up by 43%.
925519	933132	The only way that we can reduce those waiting lists is to keep the NHS budget strong.
933573	935957	That we have done, that we will continue to do.
935977	940444	The only party on this platform that has ever cut the NHS budget is Labour.
940424	947075	they've got it three times in Wales and we have to increase the number of healthcare professionals that we have.
947435	957812	We have been doing that, 70,000 more nurses for example, we have to continue that and we won't do if we can't retain them in the service because they're being taxed out of it because of their pension.
958093	960036	Thank you very much Pony Mordaunt, Stephen Flynn.
960337	962221	Dennis, thank you for your question.
962361	969737	The NHS is quite an important topic for me because I physically wouldn't be standing here if it wasn't for the good work that the NHS did.
969757	971862	I was a disabled man for 18 years.
971922	975409	I know the importance of our public services but our NHS
975389	976250	in particular.
976590	983378	The thing the NHS requires more than anything is clear financial support from government and a plan for the future.
983739	987263	And I'm afraid that Westminster doesn't offer that hope and that certainty.
987663	994791	What's baked in under a future Labour government is £18 billion worth of public sector cuts.
994811	999356	That's the equivalent of the entirety of Scotland's health and social care budget.
999777	1005143	You deserve better and the people of Scotland deserve better, which is why people should vote for the SNP at this election in Scotland.
1005427	1006448	Stephen Flynn, thank you.
1006549	1007350	Rhian, Ap Iorwerth.
1009353	1011896	We can look at it from two sides in Wales, actually.
1011956	1018646	We have suffered, as everybody is, as a result of the public spending cuts by 14 years of the Conservatives.
1018686	1024554	But also in Wales, we have had Labour health ministers who've mismanaged health for 25 years.
1024994	1028419	At the heart of the future of the NHS has got to be sustainability.
1028439	1032565	Sustainability of funding, which is why I want to see fair funding for Wales.
1032545	1034847	but it's also going to be the sustainability of the workforce.
1034867	1037090	The NHS is nothing without its workforce.
1037110	1041274	That's why we say we want to recruit 500 extra GPs into the NHS.
1041314	1042556	But two core principles.
1042796	1049803	One, we absolutely have to pledge to keep the NHS free at the point of need, and also to keep privatisation out of the NHS.
1049943	1055769	And it pains so many people to see Labour's West Streeting talking so warmly about bringing the private sector into the NHS.
1056130	1057932	Thank you very much indeed, Rhian, Arbuth.
1058392	1059193	Nigel Farage?
1059258	1062032	Well, Dennis, the NHS has two fundamental problems.
1062193	1064464	One, Penny mentioned, caseloads up by 43%.
1065087	1066112	Why?
1066177	1067980	because we have an exploding population.
1068500	1076031	All of our public services are under pressure because the population has increased by 6 million since the Conservatives came to power.
1076131	1077173	It's impossible to keep up.
1077533	1080097	Secondly, everyone talks about more money, more money.
1080477	1083221	We've massively increased the amount we spend on the NHS.
1083241	1090592	We've gone from spending about 7% of the national cake to over 11% of the national cake for worse and worse returns.
1090612	1091593	And we need to look
1091573	1099952	are countries like France who spend exactly the same sum of money but get far better services by people paying in to an insurance fund.
1100714	1101916	It acts on a mutual basis.
1102277	1103460	Those that can't pay don't.
1103821	1104783	They get better results.
1104983	1106005	Let's think more broadly.
1106206	1107188	Thank you very much indeed.
1107248	1108030	Carla Denyer.
1108381	1117452	Dennis, you're right, the NHS is in crisis and the Conservatives' answer of a workforce plan doesn't help when they're refusing to pay healthcare workers properly.
1117472	1124420	They're pouring water into a leaky bucket because people are leaving the service for better pay and better conditions elsewhere.
1124461	1131469	It also doesn't help what Labour are proposing, opening the door to more privatisation in our health service.
1131449	1133112	The answer is investment.
1133132	1141165	And that's why the Green Party is clear that we would make transformative investment into not only the NHS, but also social care, which helps take the pressure off the NHS.
1141746	1146434	The Green Party will always stand for an NHS for people, not profit.
1146755	1147776	Thank you, Carla Denyer.
1147977	1148698	Angela Rayner.
1148999	1150621	Thank you, Dennis, for your question.
1150701	1155766	The NHS is one of our proudest achievements, and it'll be come Labour that we'll have to fix it again.
1156247	1159390	Before I was an MP, I was a Unison rep, and I was a home care worker.
1159450	1166978	And in 2010, the Tories, aided and abetted by the Lib Dems, created austerity, which meant many of our workforce were made redundant.
1166998	1169261	And now we've got the crisis in the NHS.
1169281	1172464	So we've got to fix the workforce problem, and we've got to invest.
1172484	1178230	That's why we're done the non-DOM tax status, so we can put 40,000 new appointments, and we'll use up
1178210	1198484	private sector to bring down those waiting lists but the NHS will remain a public service under Labour and will also fix the problem in our social care because if you don't take the two together then you won't fix them and we've also said on the VAT on private schools to give us 6,500 qualified teachers in our classroom to fix our education as well.
1198504	1199886	Thank you very much Angela Rayner.
1199927	1200808	Daisy Cooper.
1201312	1204919	Dennis, I have heard different versions of your questions time and time again.
1204939	1218426	I hear from people all over the country, they're working hard, they're striving, they're supporting their families, they're paying their taxes, and when they go to use their public services, whether it's the NHS, whether it's schools, whether it's the police or anything else, they're broken.
1218406	1220790	They're completely broken and nothing works.
