start	end	text
892	2214	He's coming out.
4136	10343	Now is the moment for Britain to choose its future and we will have a general election on the 4th of July.
13527	18133	It's time to stop the chaos and rebuild our country together.
18914	23119	We Conservatives have got a clear plan to secure our future.
51567	57112	Good evening and welcome to Grimsby and welcome to Sky's Election Leaders event.
57132	80815	Right now you can see Rishi Sunak, the Prime Minister, the man who's hoping to get another term in office and to win the election, is leaving the car and entering Grimsby Town Hall, where of course he is going to face that grilling from our political editor, Beth Rigby, and then the live audience of viewers
81807	83409	And there he is, there is Rishi Sunak.
84350	87374	A few protesters outside the town hall here in Grimsby.
87414	94964	He's entering the room, ready to face the Sky News election leaders event.
95344	99629	Quick handshake with the Sky News chairman, David Rhodes.
99649	101672	And the Prime Minister is now in the building.
102479	108432	Two men, two policy platforms, two pitches to the public.
108452	111519	But in 22 days' time, only one will be entering No.
111539	113864	10 Downing Street as Prime Minister.
114325	116169	This is a battle for No.
116189	116590	10.
126442	130165	Well, hello, and welcome to the spin room here in Grimsby Town Hall.
130205	138252	There's now less than a half an hour to go until Keir Starmer will come onto the stage in the room that's just around the corner from where we are right now.
138593	143337	He'll then be followed by Rishi Sunak, who, of course, we saw entering the building just a few moments ago.
143737	151123	They will both face a 20-minute interview with our political editor, Beth Rigby, and then a 25-minute Q&A with an audience.
151163	156448	So if you haven't made up your mind about who to vote for, well, this is your perfect chance to see them
156428	156869	close.
157611	160277	The two men will be head-to-head in the most meaningful sense.
160297	165669	They'll be answering questions, they'll be explaining themselves and they'll be articulating their vision.
165749	168455	So if you want a direct comparison, this is it.
169417	172885	And there's one more thing that I want to say before we get cracking.
172865	176774	It's easy to think that this is an election campaign without much jeopardy.
177396	183009	A campaign where we already know the outcome, but there is an awful lot of jeopardy tonight.
183149	188783	For Rishi Sunak, it's one of his last chances to turn things around and to save his election campaign.
189324	190587	For Keir Starmer...
190567	192030	Well, frankly, it's his to lose.
192110	199805	If Labour's strategy has been to carefully carry that Ming vase across the floor, well, tonight, he's got to get through 45 minutes without breaking it.
200026	200707	Will he manage it?
201208	204414	And, of course, the big question, who will come out on top?
204996	212811	Both leaders have spent the day here in Grimsby and Cleethorpes, and just to warn you, there are some flashing images to come as well.
213736	217703	Mr Keir Starmer arrived here a short time ago after touring the sets.
218064	223093	The Labour leader said he's looking forward to tonight, and he talked about the work that he's done preparing.
223154	231068	Well, our Deputy Political Editor, Sam Coates, joins us now.
231309	233232	Sam, a huge moment for both men.
233292	234715	What are they going to be hoping for?
235454	240582	The question, Sophie, is will this define the election campaign?
241002	262474	Here we are at the halfway point, more or less, to July the 4th, and there's been a lot of frenetic activity over the first few weeks, but this is a moment with extended interviews and with questions from a key audience, an audience that really speaks for so much of the most important bits of the electorate that are going to the polls on
262454	264680	that will be visiting the polls on July the 4th.
264941	268531	The question is whether or not we get something new and something different.
268671	275691	This campaign has been marked by promises, promises that we've tried to scratch the surface of, but can we go deeper now?
276453	277476	Let's be absolute.
277456	285883	absolutely clear about the picture, the polling picture, as it were, that we're going into with this debate.
285903	293270	And if we just look at those polls as they go back, over months and months and months, Labour has been ahead.
294050	298454	It's been decisively ahead by about 20 percentage points.
298935	300836	And it has maintained that lead.
301257	307362	That is the reason why you're completely right to say it is Keir Starmer's to lose at the moment.
307342	312329	But he's such a new prospect as Prime Minister when it comes to the British public.
312509	313330	Do we know enough?
313450	314532	Can we find out some more?
314632	319158	How will he deal with spending and tax and borrowing beyond the soundbites that we've had?
319519	320781	That's the kind of challenge for him.
321482	327230	How can Rishi Sunak keep his party together in all the turmoil in the months to come if he's re-elected?
327450	331155	We'll find out more probably almost certainly after 7.30.
331135	333941	Yes, it's going to be so exciting, isn't it, Sam?
333961	337849	And I know that you're going to have some snap polling to bring us to that I'm really looking forward to.
338070	343621	Sam Coates there, with a build-up to what could be a decisive moment in the election campaign.
343641	346748	We're in the spin room now, just to give you a bit of context.
346908	350856	And really, the atmosphere has been building and building and building over the last few hours.
350916	351658	It's filling up.
351638	365380	We've got kind of TV reporters on one side, the newspaper journalist in the middle, and then politicians floating around already trying to, I guess, drop a few words in everyone's ear to try and be the chief cheerleaders for their man tonight.
365421	375537	But, of course, the big events, of course, kicking off at 7.30 with a forensic interview from Beth Rigby and then, of course, the audience Q&A as well.
376529	377230	Why are we here?
377570	379453	Well, it's worth talking about Grimsby for a moment, isn't it?
379493	385260	Because the new Great Grimsby and Cleethorpes constituency is a key battleground in this election.
385421	389686	The area turned Conservative for the first time since the Second World War in 2019.
389927	391989	That was, of course, under Boris Johnson.
392470	396736	And here on Sky News, we've been gauging the political mood here for the last six months.
396756	401762	I've been up a couple of times, many of my colleagues as well, to really get under the skin of the place.
401802	403144	Here's a little flavour.
405048	408377	Hello and welcome to a special edition of the Politics Hub.
408818	411605	We're here in the constituency of Great Grimsby and Cleethorpes.
411685	414553	A long way from the politics of Westminster.
414753	417721	It is going to be a fierce battleground in this election.
417801	421892	In 2019, the Conservatives took this area from Labour.
421872	424996	for the first time since World War II.
425237	427500	When Boris was here, he was like a film star.
427900	430243	I don't think the others will quite get the same reaction.
430423	432687	What are the big issues that matter to you right now?
432947	433648	Cost of living.
433668	435450	Bills forever going up and food going up.
435891	436912	The issue with the NHS.
437112	438354	People still can't afford to buy houses.
