start	end	text
31	6480	irrespective of where you live in the country and recognize that this election is an exceptionally important one.
6940	9524	It feels like the most important election in my lifetime.
9925	21280	It will determine some hugely important things about the future of our country and my generation and yours will be the ones who will feel those the most and live the longest to experience them.
21260	23063	How do we leave the European Union?
23444	26169	What is the future of the Union of the United Kingdom?
26489	32620	You know, I want this election to end the deadlock, end the arguing that we've seen in the House of Commons.
32640	33942	But why no electoral reforms?
34263	35926	Why no getting rid of the House of Lords?
35986	37769	Why not changing the voting system?
38089	45242	Is it because, dare I say it, it benefits you as a member of the party of government and one of the large two parties, the main two parties?
45222	51555	No, if your question is, am I content with our existing voting system, first-past-the-post, yes I am.
51615	54020	We had a referendum on this just a few years ago.
54060	57005	The vast majority of people in the country voted to keep it.
57066	57987	It's a simple system.
58328	66825	It's one that enables you to have a named Member of Parliament in a constituency, someone that you can get to know, go and see, hold to account.
66805	68146	And I think that's a good system.
68166	72631	It's a system that people all over the world respect, and I want to see that continue.
72651	76535	But don't use your vote, because this election is such an important one.
76575	79357	It wasn't, of course, a referendum on a proportional system.
79578	81980	And that's a big red herring that's often thrown up.
82000	84823	We've never had a vote in this country on a proportional system.
84843	87786	And Katrina, if I understand your question correctly, that's what you're talking about.
87826	88967	You want your vote to count.
88987	90649	You want votes to match seats.
90669	92070	And I think you're absolutely right.
92050	97316	And if we've seen anything with the paralysis in Parliament over the last three years, it's that we've got a broken system.
97556	98917	We need to be doing politics better.
99278	101560	We need to be learned to disagree well with one another.
101580	104884	We need to collaborate more, as they do on the continent, of course.
104904	107406	We do need that fair, absolute fair voting system.
107426	109268	But I think wider than that, the whole system is wrong.
109308	115695	Just on that point, do you think it's fair when you have got into an alliance with the Lib Dems, with Plaid Cymru,
115675	119255	and people who want to vote Green in certain constituencies can't.
119577	122513	There's been an alliance where you've effectively disenfranchised people.
122611	129838	People want to see more Green MPs in the House of Commons holding the feet to the fire of the other parties.
129999	133042	And under a broken political system, we have to do this.
133682	137066	We have big differences with the Liberal Democrats as we do with other parties.
137386	141771	But we're always willing to work with them in a more collaborative, grown-up way where there's common ground.
141811	145955	And to get more MPs in Parliament, more Green MPs in Parliament, that's what we have to do.
