start	end	text
380663	381545	Get 60 seconds.
1975486	1978969	We're live in Salford for the very first time in this election.
1979430	1982873	It's Sunak versus Starmer, the ITV debate.
1993684	2003113	It's the first head-to-head debate in the 2024 general election with these two men who want to run the country, Rishi Sunak and Keir Starmer.
2009692	2012315	Well, good evening.
2012335	2015518	Tonight's debate is set against the toughest of backdrops.
2015698	2024268	Since the UK last went to the polls, we've had a pandemic, Putin's invasion of Ukraine, and a cost-of-living crisis which is still hitting families hard.
2024608	2029033	Huge geopolitical threats loom large, not least, of course, climate change.
2029533	2031175	We all know how tough it's been.
2031315	2033418	We don't need the politicians to remind us.
2033978	2036661	So what are these two men going to offer us?
2036641	2037402	Who are they?
2037442	2039625	And why should they earn our vote?
2040026	2044933	Can they level with us when we know that finances are almost impossibly tight?
2045594	2052623	Later tonight, you'll be able to see what other parties are offering when they're interviewed live on ITV1 by Anushka Astana.
2052924	2056449	And the conversation will continue on the national and regional news.
2056529	2059173	But now, let's get on with tonight's debate.
2059653	2062277	Keir Starmer, your opening statement, please.
2062257	2063479	Thank you very much.
2064120	2067366	This election is all about a choice.
2067386	2074959	More of the chaos and division we've seen for the last 14 years or turning the page and rebuilding with Labour.
2076021	2080388	I have ambition for our country and have a practical plan to deliver it.
2081290	2086138	I've changed the Labour Party and put it back in the service of working people.
2086338	2093807	Now I'm seeking your backing to change our country, to make it work once again for you and your family.
2094628	2095008	Thank you.
2095048	2095749	Rishi Sunak.
2096951	2100595	Uncertain times call for a clear plan and bold action.
2101596	2102537	So I'll keep this simple.
2103278	2107083	In five weeks, either Keir Starmer or I will be Prime Minister.
2108124	2114792	Beyond raising your taxes and raiding your pensions, no-one knows what Labour would actually do.
2115262	2116585	But you know what I would do?
2117367	2121897	I'll cut your taxes, protect your pension, and reduce immigration.
2122839	2128011	I have a clear plan for a more secure future for you and your family.
2128713	2130216	Thank you, Rishi Sunak.
2130517	2134503	Well, we invited viewers from right across the country to submit questions.
2134584	2138610	We have independently selected the questioners here with us this evening.
2139031	2142436	I'll also raise some points made by people who couldn't be here.
2142456	2144540	The two leaders don't know what they'll be asked.
2144720	2147504	Also here, people who'll listen to tonight's debate.
2147905	2153374	Some have voted Conservative and Labour in the past and think they will do so on July the 4th.
2153694	2157300	And some have voted for other parties or are undecided.
2157280	2161849	You can join the debate wherever you are by using the hashtag ICVdebate.
2162189	2169523	And just before we go to our first question, a reminder that each leader will have 45 seconds to respond initially.
2169744	2174533	Now, our first question, on the cost of living, Paula from Huddersfield.
2174593	2174853	Paula.
2175615	2176757	Good evening, both.
2177564	2183430	I have worked since I was 15 years old and at the moment I hold a full-time stable job.
2184011	2185192	My children have left home.
