start	end	text
3220	4344	Good evening.
4444	9239	During this election campaign, the party leaders have faced plenty of questions from people like me.
9259	11246	But this is Question Time.
11266	16723	And tonight, here in York, they will face questions from the audience, from voters.
29866	43680	So, no desk for the usual panel tonight, just the four leaders of Great Britain's main parties, one after another, who will stand here and answer questions from our audience, which, as always, reflects the range of political sentiment across the whole country.
43840	50407	Each leader has the same amount of time, just under half an hour, to respond to whatever the people here want to ask them.
50907	59316	So, first up is the Liberal Democrat leader, Sir Ed Davey, then the leader of the Scottish National Party, John Swinney, then it's Labour's Sir Keir Starmer, and finally,
59296	62503	the Conservatives' leader and Prime Minister, of course, Rishi Sunak.
62763	66751	And, as always, you can get involved in the conversations at home on social media.
67332	68234	So, shall we get going?
68916	72563	Please put your hands together for our first guest, Sir Ed Davey.
89435	90957	So, Sir Ed Davey, welcome.
91097	92759	Just to say that our rules here are pretty simple.
93921	95323	For every leader, they are the same.
96704	101511	You won't get interrupted, basically, if you keep your questions reasonably brief and you actually answer the question.
101971	104334	My job here is to keep you to the point.
104635	107298	So, on that, let's have our first question, which is from Alison.
107358	108820	Alison Rogan.
108840	116070	The Liberal Democrats are planning to spend five times as much as the Labour Party in increased spending.
116570	118733	Aren't you going to bankrupt the country?
119422	120984	Well, thank you for your question, Alison.
121304	121965	The answer is no.
121985	135880	We put forward a very detailed costed manifesto, and it's got a big health and social care package at the centre, about £9 billion, and other things, for example, helping with free school meals, with costs of living.
136781	139383	And we've shown how we'll pay for everything we've got in that.
140304	144569	For example, we're thinking that some of the large corporates could pay more.
144609	147372	For example, the oil and gas giants could pay more.
147412	148433	They've made a huge
148413	151036	fortune with oil and gas prices being so high.
151597	157044	We've also said that the big banks, the tax cuts that the Conservatives have given the big banks, they should be reversed.
157064	159708	That raises, for example, 4.3 billion.
160149	167198	We've said to pay for our mental health programme to make sure that there's a mental health professional in every primary school and every secondary school.
167638	177171	There should be an increase in the digital service tax on the social media giants, partly because some people think they're responsible for the mental health crisis for many young people.
177151	185062	So when you say, Sir Ed David, you have costed everything, I mean, you're promising to spend a whopping £26.8 billion, extra spending overall.
185102	186104	By the fifth year of the Parliament.
186124	186905	By the fifth year of the Parliament.
186925	189969	There are some things I couldn't find how you're going to pay for in your manifesto.
190309	193274	So you want to sort out the court's backlog, you'll need to hire extra staff for that.
193514	195336	I couldn't see where you were going to get the money for that.
195577	201926	You also say you want to settle the issue of compensation for the WASPI women about pension changes.
202847	204349	That could amount to up to £10 billion.
204369	206432	I can't see any reference to how you're going to pay for that.
206648	210133	Well, there are a number of tax changes we're making.
210313	214719	One of the ones is to clamp down on tax avoidance and evasion.
214739	222910	And although all the parties are saying that, I think we can say that more credibly because we want to invest £1 billion in her Majesty's revenue and customs.
223771	226634	OK, so you're not saying in your manifesto how you're going to pay for it.
226855	229298	You're saying now you're going to pay for those things out of taxation.
229700	240513	Yeah, well, we've said in the manifesto, in the costings, we've pointed to a number of tax rises, and I'm talking about the one of clamping down on people who aren't paying their fair share of tax.
241093	243636	The way to do that is to have more tax inspectors.
244517	248882	Her Majesty's revenue customs have been cut back dramatically, and they can't do the job.
249363	253648	And so if you talk to the experts, they reckon for every pound you spend,
253628	259547	in tax officials and the technology for HMRC, you can raise £18.
259567	262356	Now, we haven't put that in our costings.
262376	264383	We've just said an extra £7.
265205	266710	So I think we've been quite cautious.
267061	268723	and I think the money can be found.
268963	269945	It's about the political will.
270405	271767	And look what you can do with it.
272227	273709	Our NHS is on its knees.
274390	275011	It's on its knees.
275031	276132	People can't get GPs.
276353	277514	There's no NHS dentist.
277694	279456	They're having to wait hours for ambulances.
279837	282160	And on the care system, people are going without care.
282400	283341	That is just wrong.
283441	284823	OK, well, let's see if Alison's convinced.
284983	285984	Alison, what do you make of that answer?
286004	289949	Well, it may be a reflection on the Labour Party's expenditure plan.
290750	292553	So who knows how much we can afford?
292573	295296	It really is not a bottomless pit, is it?
