start	end	text
31	1954	Do you want to come with me?
1974	3777	You'll see all sorts of things.
4278	5840	Monsters from the past.
6321	7864	Aliens from the future.
7884	10768	The day the earth died in a ball of flames.
11029	11910	It won't be quiet.
12251	13152	It will not be safe.
13172	14514	And it won't be calm.
14775	15416	Will be.
15616	19322	Dead Ringers Election Special next Thursday at 10 on BBC2.
31722	40999	Just where do the parties plan to spend your money?
41319	42161	All the issues.
42582	43343	All the angles.
43744	45046	The General Election.
45367	46609	All on the BBC.
57710	60020	This is BBC One.
60402	65003	Now live from London, a Question Time Leaders Special with David Dimbleby.
96995	97376	Good.
97396	98037	Thank you very much.
98618	99720	Well, good evening.
99780	102445	Welcome to a very special edition of Question Time.
102785	110779	With just a week to go until polling day, tonight the leaders of the three main British political parties are going to face questions from our audience here.
111160	113945	Carefully chosen to be a cross-section of voters.
114346	115628	And, as always,
115608	120452	The people in the chair won't have prior knowledge of the questions that are going to be put, nor of the points that are going to be made.
120953	125957	And as always, you can comment on what you hear at home, if you want to, by texting us 83981.
126518	129981	And if you go to CFAX page 155, you'll be able to see what other people are saying.
130381	134745	Or you can, as always, email us bbc.co.uk slash question time.
135206	138028	Now, Charles Kennedy for the Liberal Democrats will go first.
138509	140671	Then Michael Howard for the Conservative Party.
141031	144454	And finally, Tony Blair, Prime Minister for the Labour Party.
144794	145615	So,
145595	147378	Will our first challenger sign in, please?
162422	162783	All right.
164245	167350	Our first question, Mr Kennedy, comes from James Gray, please.
168123	173669	How am I supposed to understand your economic policies if you don't, and if you do, can't explain them coherently?
174410	176953	Yes, certainly.
177053	187124	I think this may be a reference to the morning after the morning after our baby was born, which perhaps wasn't the most adept time for me to hold a 7.30 in the morning press conference.
187444	188826	But I can give you the position...
188846	191168	The Prime Minister had a baby when he was Prime Minister.
191188	193611	Gordon Brown had a baby when he was Chancellor of the Exchequer.
193631	194552	They didn't freak out.
194532	198538	No, but they didn't launch a national election campaign 36 hours later either.
198578	202764	They had a more decent period of paternity leave than was available to me, unfortunately.
203125	212598	However, what we're basically saying in this campaign as Liberal Democrats, we want a fair tax system and we want the proceeds of that tax applied fairly in the country.
213039	217806	We're saying that if you want to get rid of student top-up fees and tuition fees,
217786	235761	If you want older people to enjoy free long-term care if they are suffering from Alzheimer's or Parkinson's with washing, feeding or dressing, and if you want to put money in to get rid of the council tax and replace it with a fair system of local tax based on people's ability to pay,
235741	248120	a 1% number of people, the 1% top income taxpayers, to achieve all those things, they would see their top rate of tax go up to 50p for every pound above £100,000 income.
248501	250704	That's still less than the same people were paying.
251065	257195	For most of the period, Mrs Thatcher was Prime Minister and the top rate of taxpayers felt they had quite a good deal with her.
257435	259779	James Gray, does that explain it?
260119	261061	Yeah, I think so.
261081	262002	You, sir, yeah?
262538	266035	And are you worried that the local income tax...
266302	277779	which will affect people who earn roughly more than £40,000, as I understand it, will take away potential sort of middle-class voters from the Conservatives to vote for you, and they'll obviously decide they don't want to do that.
278280	284168	Well, if you have a household income in the region of £42,000, when you begin to get above that, you will pay more.
284208	289196	That's about a quarter of people in this country do pay more under our local tax proposals.
