start	end	text
5650	9174	Now, coming live from Maidstone, it's the BBC Prime Ministerial debate.
9334	13758	Head online to BBC News, where you can follow all the analysis with the BBC's Reality Check.
17182	21507	Two leaders who want to convince you that they deserve to be Prime Minister.
22287	31557	Tonight, Boris Johnson, leader of the Conservative Party, and Jeremy Corbyn, leader of the Labour Party, go head-to-head in the BBC Prime Ministerial debate.
34895	38104	¶
60410	64157	Good evening and welcome to Maidstone Studios in Kent.
64858	66220	Have you made up your mind yet?
66881	73433	Wherever you live, whoever you vote for, one of these two men will be Prime Minister in a week's time.
74094	79684	Tonight, for the next hour, Boris Johnson and Jeremy Corbyn will debate the future of our country.
86060	90206	Now, neither Mr Johnson nor Mr Corbyn know the questions that they're going to face.
90226	93129	They'll be posed by members of our audience here.
93209	102442	They've been chosen by the pollsters, Savanta Comres, who invited people who support both of their parties and others who've yet to decide how to vote.
102782	107148	People from all backgrounds, people from all walks of life.
107168	115459	They're here to ask their questions, to listen to the answers, to listen to the bait, not to cheer on a team, let alone to boo their opponents.
115709	122978	My job then is to try and make sure that their questions do get answered and that this debate is as free and as fair as possible.
123860	134413	So apologies, gentlemen, if I have to interrupt you occasionally just to make sure this debate is fair and to make sure that we do make progress through all the questions we want to get through.
135154	137878	Now, both leaders are going to make opening and closing statements.
138338	140441	The order was decided by the toss of a coin.
141102	144366	Jeremy Corbyn won the toss and elected to go first.
144346	146650	Jeremy Corbyn, would you give us your opening statement, please?
146810	147251	Thank you.
147711	151557	Labour is ambitious for our country, and ambitious for you.
151577	161713	I want to build a society where there is real opportunity for all, where everyone feels supported and secure, and where everybody has dignity in old age.
161693	165778	There are now four million children living in poverty in our country.
166219	168722	People can't get appointments to see their GP.
169082	171325	Elderly people can't get the care they need.
171845	175410	And millions of families are struggling to pay bills and make ends meet.
175890	188005	They need an ambitious government on their side that will put money in their pockets, save our NHS, rebuild our public services, deliver free personal care for older people and free education for all.
187985	192776	Yes, that does mean asking those with the broadest shoulders to pay a bit more in tax.
193258	200214	A vote for Labour is a vote for hope, for real change and for a country that works for the many, not just the few.
201197	202019	Mr Corbyn, thank you.
202039	204745	Mr Johnson, would you like to make your opening statement, please?
205366	209092	On Thursday next week, this country reaches a turning point.
209552	210754	We can get Brexit done.
211115	212917	We can end the paralysis.
213058	221611	We can transform our country with massive investments in health, 50,000 more nurses, more funding for every school, 20,000 more police.
221831	227880	We can spread opportunity fairly with fantastic infrastructure, education and technology.
227860	235469	And the only way to unleash the potential of this whole country is if we get a working-majority Conservative government.
235910	252670	Because the only possible alternative is another hung Parliament, with Jeremy Corbyn and Nicola Sturgeon, with an economic agenda that would take this country back decades, and two referendums, one on Scotland and a second, toxic and divisive, referendum on the EU.
252650	254192	Let's give that nightmare a miss.
254492	256254	Let's end the chaos, the deadlock.
256535	262122	Let's get Brexit done with a one-nation Conservative government and take this country forwards.
262943	264425	Boris Johnson, thank you very much indeed.
264445	266667	Well, let's get on with our questions now.
266687	267989	Almost no rules tonight.
268069	270132	Questions will be posed by the audience.
270152	275098	Both men will get the chance to answer them and to debate their answers as well.
275138	278402	Our first question tonight comes from John Purcell.
278422	279383	John Purcell, please.
282046	287856	Is Sir John Major's recent intervention worrying to you, Mr Johnson?
289179	293506	And is Mr Blair's recent intervention worrying to you, Mr Corbyn?
294648	304105	Will these interventions make any difference to the result of the general election, or are they just a couple of old has-beens?
304844	320272	So the questioner, Mr Purcell, is referring to the fact that both John Major, your former leader, and Tony Blair, your former leader, have suggested that voters should consider voting for other parties and not giving you the majority you seek.
320733	322937	Boris Johnson, your answer to Mr Purcell, please.
322917	334154	Well, Mr Purcell, John, I have the utmost respect, of course, for all former Conservative leaders and don't wish to deprecate anybody, as I have been.
335056	336778	But I don't think he's right.
337059	340123	And we have a fantastic plan to get Brexit done.
340544	341666	It's a deal that's ready to go.
341746	342247	It's oven ready.
342287	350359	We can get it done by Christmas, get it back into Parliament by Christmas, if we have a majority Conservative government.
350339	355205	I mean, unlike Mr Major, I lead a party that is now totally united.
355585	360711	All 630-plus Conservative candidates at this election actually back my deal.
360891	363575	Totally united because you got rid of anybody you didn't agree with?
363615	368701	No, we have a very, very broad spectrum of views in our party, but they all back our deal.
368721	379333	Now, the mystery is what is the position of the Leader of the Opposition on this subject, because I have yet to hear what the deal is that he wants to achieve and whether he backs it himself.
379313	385381	Jeremy Corbyn, the question was, should you be worried about Tony Blair saying to people, don't necessarily vote Labour?
385781	389046	The issue coming up on Thursday is the future of this country.
389566	406789	Are we going to continue with this level of inequality, of poverty amongst our children, of underfunding of our schools, and a threat to our National Health Service, and a no-deal Brexit, which the Prime Minister is threatening us with, or a trade deal with Donald Trump and the USA, which will damage our public services?
406769	408852	A vote for Labour is a vote to end austerity.
409072	411996	A vote for Labour is to invest in the future of this country.
412036	416622	And so, Tony Blair and John Major are welcome to make the comments that they do.
