start	end	text
2933	10988	Manchester, in the heart of the north-west of England, is tonight host to a British political first.
11008	23592	I'm Alasdair Stewart, and for the first time on British television, live in front of a representative studio audience, we'll be hearing from three men, each hoping to be the leader of the next UK government, in the first election debate.
28668	31152	Good evening and welcome to the first election debate.
31713	39824	Over the past 50 years, there have been numerous attempts to get the leaders of the three biggest political parties to debate with each other during an election.
40365	52363	Tonight, history in the making, as we are joined by the leader of the Liberal Democrats, Nick Clegg, the Conservative Party leader, David Cameron, and the leader of the Labour Party, Gordon Brown.
65641	71268	This debate will mainly focus on domestic affairs, important issues that affect our everyday lives.
71728	77255	If you want to make your own comments and follow the debate online, you can do so by going to ITV.com.
77275	87406	Now, in a moment, we'll be taking questions from our studio audience, but first, let's hear a brief opening statement from each of the leaders, and we're going to start with Nick Clegg.
87426	92172	I believe the way things are is not the way things have to be.
92590	100878	Now, you're going to be told tonight by these two that the only choice you can make is between two old parties who've been running things for years.
101699	105723	I'm here to persuade you that there is an alternative.
106163	111068	I think we have a fantastic opportunity to do things differently for once.
111668	118395	And if we do things differently, we can create the fair society, the fair country we all want.
119118	120780	A fair tax system.
120800	121541	Better schools.
121621	124505	An economy no longer held hostage by greedy bankers.
124825	126547	Decent, open politics.
127448	129611	Those are the changes I believe in.
130352	135418	I really wouldn't be standing here tonight if I didn't think they were all possible.
136259	140164	So don't let anyone tell you that the only choice is old politics.
140745	141766	We can do something new.
142026	144189	We can do something different this time.
144729	145510	That's what I'm about.
145911	147673	That's what the Liberal Democrats offer.
149037	150920	These are no ordinary times.
151561	153605	And this is no ordinary election.
154426	158433	We've just been going through the biggest global financial crisis in our lives.
159155	161499	And we're moving from recession to recovery.
162140	165606	And I believe we're moving on a road to prosperity for all.
166508	171096	Now, every promise you hear from each of us this evening depends on one thing.
171737	173560	A strong economy.
173540	176164	and this is the defining year.
177066	185799	Get the decisions right now and we can have secure jobs, we can have standards of living rising and we can have everybody better off.
186601	191869	Get the decisions wrong now and we could have a double-dip recession.
191849	202827	And because we believe in fairness, as we cut the deficit, over these next few years, we will protect your police, your National Health Service, and we will protect your schools.
203669	204991	I know what this job involves.
205412	208677	I look forward to putting my plan to you this evening.
209905	221541	I think it's great we're having these debates and I hope they go some way to restore some of the faith and some of the trust into our politics because we badly need that once again in this country.
222202	228510	The expenses saga brought great shame on Parliament and I'm extremely sorry for everything that happened.
228971	232656	Your politicians, frankly all of us, let you down.
232636	234742	There is a big choice at this election.
235424	239695	We can go on as we are, or we can say no, Britain can do much better.
240237	241761	We can deal with our debts.
242142	245531	We can get our economy growing and avoid this jobs tax.
246052	248198	And we can build a bigger society.
248465	252229	But we can only do this if we recognise we need to join together.
252450	253531	We need to come together.
253831	255934	We need to recognise we're all in this together.
256694	259818	Now, not everything Labour has done in the last 13 years has been wrong.
260158	262521	They've done some good things, and I would keep those.
262942	266306	But we need change, and it's that change that I want to help to lead.
267267	268868	Gentlemen, thank you very much indeed.
270190	275837	Our first question is from Gerard Oliver, who's a retired toxicologist from Cheshire.
276197	277138	Mr Oliver.
278519	278940	Good evening.
280222	288375	What key elements for a fair, workable immigration policy need to be put in place to actually make it work effectively?
288836	289296	Gordon Brown.
289457	291540	You know, I've heard the concerns around the country.
291880	292862	I've been listening to people.
293383	296388	I know people feel that there are pressures because of immigration.
297129	300915	That's why we want to control and manage immigration.
300895	303680	And when I became Prime Minister, I did a number of things.
303861	311214	First, I introduced a points system, so no unskilled worker from outside the European Union can come to Britain now.
312056	320271	I also said that jobs had to be advertised in job centres where there were skills that there were shortages of, but we needed people in this country.
320251	324376	I then said we're going to look at all the range of occupations where people come from abroad.
324916	332806	So I talked to a chef the other day who was training and I said, in future, when we do it, there'll be no chefs allowed in from outside the European Union.
333286	337771	Then I talked to some care assistants, no care assistants come in from outside the European Union.
338252	347863	We are a tolerant, we are a diverse country, but the controls on migration that I'm introducing and I will see go further are the right controls, the right policy for Britain.
348404	349465	David Cameron.
349445	353591	Well, Gerard, what I would say is immigration is simply too high at the moment.
353611	357217	It has been these last 10 years and it does need to come down.
357677	362264	I think the pressures that we've put on housing and health and education have been too great.
362725	372600	And if you look at what's happening with immigration, the difference between the amount of people going to live overseas and those coming here, it's been often as high as 200,000.
372580	375105	That's equivalent to 2 million across a decade.
375486	376068	It's too much.
376609	382381	I want us to bring immigration down so that it's in the tens of thousands, not the hundreds of thousands.
382401	383243	How would we do that?
383564	392563	Well, I think we need to have not just a point system, but also a limit on migration when people are coming from outside the European Union for economic reasons.
392543	399856	I also think when new countries join the European Union that actually we should have transitional controls so they can't all come here at once.
400437	409293	It's been too high these last few years and I would dearly love to get it down to the levels it was in the past so it's no longer an issue in our politics as it wasn't in the past.
409854	410375	Nick Clegg.
411397	414843	Gerard, you talked about a fair, workable immigration system.
414983	417167	That's exactly what I want.
417316	420501	What's happened over the last several years is almost precisely the reverse.
420521	429134	You've had lots and lots of tough talking about immigration from both Conservative and Labour governments and complete chaos in the actual administration of the system.
429675	434742	There was a Conservative government that removed the exit control so we knew who was leaving as well as who was coming in.
435063	437406	That's what the Labour government then followed up on as well.
437647	439189	So what I think we need to do
439169	443234	is firstly make sure that we restore those exit controls.
443394	447779	We have borders so we know exactly who's coming in, but also when they're supposed to leave.
448219	449921	And the second thing that I would do is this.
450342	455668	At the moment under the immigration system, if you want to come and work in this country, you have to show two things.
455748	461054	Firstly, that you've got a sponsor who's sponsoring your arrival in this country, and secondly, that there's a job for you to do.
461515	468062	I want to add a third element, that you also only go to a place, to a region, where you are needed, so that we only
468042	471147	send immigrants to those places where they can be coped.
472149	474092	You have heard what each has had to say on immigration.
474132	477638	It is now your chance to contest the other's arguments.
477818	478900	You, Gordon Brown, will start.
479381	481324	Let's be honest with each other.
481344	483728	Net inward migration is falling.
484309	487795	It has fallen three years ago, two years ago and it is falling this year.
488275	492362	It is falling as a result of the action we are taking and will continue to take.
