start	end	text
1060	6126	Good evening and welcome to May vs Corbin live, the battle for number 10.
7017	14508	Over the next 90 minutes, we'll see what the Prime Minister, Theresa May, and Labour's leader, Jeremy Corbyn, are really made of.
15369	23121	Our live studio audience will be asking the questions they and you want answered direct to Mrs May and Mr Corbyn.
23681	31573	And I'll be interviewing them both about their policies, their leadership, and their vision for the future of a post-Brexit United Kingdom.
32127	35595	The Labour leader arrived here in West London a short time ago.
35635	39264	He'll be first to face our audience in just a moment.
39965	41930	And the Conservative leader is here too.
42291	46560	Both are preparing for an evening that could define the rest of the campaign.
47523	50710	The battle for number 10 is here and now.
62620	76123	Let's get things started then and introduce the leader of the Labour Party, Jeremy Corbyn.
78787	83936	At this point, I should point out that the audience members have been carefully selected to provide balance.
84056	89285	A third are declared Conservative supporters, a third are for Labour, and a third are undecided.
89325	93152	So let's get started with our first question, which comes from Ines.
93392	93893	Ines.
94480	107916	Mr Corbyn, in your speech following the Manchester attack last Friday, you stated that no government can prevent every terrorist attack and that we need a foreign policy that reduces rather than increases the threat to this country.
108557	114404	Islamic State have clearly stated that anyone who doesn't abide by their ideology is their enemy.
114765	121433	So why should we soften our foreign policy if it is blatantly obvious that there is no room for negotiation?
122020	124083	It's not about softening our foreign policy.
124123	127328	It is about absolutely condemning what happened in Manchester.
127709	132216	Innocent lives were taken, young women and girls out enjoying themselves for the evening.
132516	133858	That's the society we live in.
133899	135741	That's the society I want to live in.
136142	139007	And nobody should be allowed to take that away from anybody.
139527	146679	The person who committed it did an appalling and abominable atrocious act, as did apparently those that were conspiring with him.
146719	149563	The police investigation is ongoing.
149543	170962	My point was that we have to have a foreign policy around the world that doesn't leave large areas without any effective government, such as in Libya at the present time, which can become a breeding ground of a place of enormous danger to all of us and indeed any Western country in Europe or in North America.
171223	173465	My point was absolute condemnation.
173865	176567	My point was that we need more police, not less.
176868	179550	That's why we pledged to provide 10,000
179530	190809	more police on our streets and that we wanted a foreign policy that didn't leave large areas of the world ungoverned so that we had a more secure future for all of us.
191631	198703	And do not allow this to become an attack on our multicultural society or on
198683	200826	the wonderful faith of Islam.
200846	206575	This is a perversion of Islam, what was done in Manchester, as indeed other attacks have been.
206836	223982	What we need is a strategy that protects us, but a foreign policy that engages with the rest of the world as well, to bring about a safer world for all of us.
